No.	ID	loglik_Null_W	loglik_Acc_W	loglik_Full_W	logBF1	logBF2	optM
6	62	-1007.0536	-952.06265	-959.80103	54.990924	7.7383823	1
6	63	-806.58365	-770.02703	-783.0809	36.556627	13.053874	1
6	64	-1099.1796	-1044.1868	-1043.6095	54.992804	-0.57724346	2
6	65	-673.76722	-661.54514	-665.50193	12.222087	3.9567977	1
6	66	-808.34893	-796.94228	-806.08518	11.406649	9.1429009	1
6	67	-656.30815	-654.75919	-656.5706	1.5489625	1.8114092	1
6	68	-797.2836	-791.72112	-810.05013	5.5624878	18.329014	1
6	69	-699.0992	-659.01564	-661.5068	40.083555	2.491155	1
6	70	-593.73011	-578.73977	-583.61599	14.990338	4.8762171	1
6	71	-677.98619	-660.65124	-661.40488	17.334952	0.75364568	1
6	72	-904.88783	-880.79279	-887.64253	24.095038	6.8497375	1
6	73	-723.69219	-688.64077	-703.35037	35.051418	14.709598	1
6	74	-593.06091	-574.42291	-578.79765	18.637997	4.3747344	1
6	75	-916.63987	-888.17228	-891.23549	28.467588	3.0632058	1
6	76	-962.34317	-941.83764	-949.36261	20.505528	7.5249642	1
6	77	-791.89156	-760.08294	-762.89755	31.808618	2.8146096	1
6	78	-869.22519	-853.21567	-860.64405	16.009524	7.4283779	1
6	79	-566.00199	-552.21849	-564.52597	13.783501	12.307481	1
6	80	-511.98905	-488.89327	-494.62949	23.095779	5.7362218	1
6	81	-705.13634	-687.86241	-694.13799	17.273925	6.2755807	1
6	82	-751.40685	-722.99967	-725.64294	28.407183	2.6432727	1
6	83	-552.46147	-525.86738	-533.15224	26.594091	7.2848565	1
6	84	-604.12247	-584.50825	-591.39363	19.614222	6.8853836	1
6	85	-770.54028	-735.58091	-741.55695	34.959374	5.9760398	1
6	86	-708.13398	-689.7986	-711.53749	18.335378	21.738889	1
6	87	-715.76041	-709.9539	-715.77869	5.8065123	5.8247857	1
6	88	-780.74944	-761.21267	-768.66703	19.53677	7.4543573	1
6	89	-846.68216	-786.87333	-792.56283	59.808832	5.6895045	1
6	90	-982.48552	-969.88434	-975.32984	12.601178	5.4455043	1
6	91	-808.08303	-791.8928	-798.48461	16.190231	6.5918114	1
6	92	-911.70218	-882.40277	-888.25598	29.299403	5.8532096	1
6	93	-777.88186	-766.19083	-764.69623	11.69103	-1.4946016	2
6	94	-809.9821	-788.88953	-788.66872	21.092565	-0.22081286	2
6	95	-1150.8871	-1105.9925	-1113.3492	44.894589	7.3566799	1
6	96	-587.20286	-572.58374	-575.5422	14.619117	2.958461	1
6	97	-969.08351	-899.63028	-903.27169	69.453226	3.6414084	1
6	98	-816.36295	-800.56102	-805.41856	15.801934	4.8575457	1
6	99	-979.74243	-939.76756	-943.59667	39.974876	3.829114	1
