No.	ID	loglik_Null	loglik_Acc	loglik_Full	logBF1	logBF2	loglik_Max_M0	loglik_Max_M1	loglik_Max_M2
5	0	-1029.46	-941.00805	-881.20274	88.451925	-59.805315	-1014.3726	-922.11318	-859.93512
5	1	-406.42176	-406.28929	-404.87916	0.13247093	-1.4101357	-404.08635	-402.33214	-394.60373
5	2	-792.44399	-753.75547	-752.69062	38.68852	-1.0648577	-777.69201	-742.0504	-735.37124
5	3	-388.90707	-387.44358	-386.85249	1.4634911	-0.59109179	-378.94325	-375.97347	-370.0225
5	4	-659.00727	-640.93752	-634.18368	18.069742	-6.7538424	-648.09598	-623.43716	-613.05761
5	5	-629.96846	-624.85869	-617.41836	5.1097627	-7.4403323	-616.49743	-608.19411	-598.75181
5	6	-585.58276	-571.04703	-555.50187	14.535733	-15.545154	-569.48389	-549.63368	-532.81158
5	7	-417.81734	-409.37401	-408.16741	8.4433294	-1.2065963	-414.57067	-401.09414	-390.40457
5	8	-586.02119	-573.57461	-557.21621	12.446578	-16.358402	-571.98519	-561.71765	-544.71531
5	9	-680.68974	-640.0171	-640.67726	40.672641	0.6601625	-664.40378	-627.17801	-624.16898
5	10	-876.71026	-826.49462	-797.99321	50.215644	-28.501411	-862.30689	-807.23509	-780.97602
5	11	-512.7096	-493.8968	-473.25149	18.812806	-20.645309	-497.30871	-477.56755	-456.49208
5	12	-458.92523	-441.63704	-442.6427	17.288187	1.0056532	-448.25982	-432.44694	-426.19233
5	13	-469.45364	-469.12965	-458.75512	0.32398098	-10.374533	-457.48031	-456.39958	-440.56399
5	14	-463.79351	-450.04214	-446.08311	13.75137	-3.9590298	-449.04074	-441.38659	-432.72397
5	15	-710.32579	-709.52881	-692.96881	0.79697276	-16.559998	-696.6735	-696.81424	-672.08712
5	16	-1143.6368	-1093.7688	-1040.4147	49.868076	-53.354019	-1131.8743	-1079.5591	-1022.2163
5	17	-609.09274	-602.01096	-589.00714	7.081777	-13.003825	-593.97106	-587.23648	-571.55712
5	18	-966.32866	-858.18919	-855.40804	108.13947	-2.781153	-950.15002	-848.15594	-839.66
5	19	-671.40797	-667.76788	-660.50786	3.6400933	-7.2600152	-658.87444	-649.3198	-643.1811
5	20	-456.68003	-456.52932	-454.58722	0.15071189	-1.9420953	-454.2134	-451.73182	-444.93233
5	21	-276.82801	-277.26693	-278.01712	-0.43892361	0.75019255	-274.04738	-274.06467	-274.08023
5	22	-679.5569	-666.54769	-645.73789	13.009205	-20.809805	-663.60942	-646.20874	-623.34693
5	23	-360.4886	-359.0095	-360.17671	1.4790978	1.1672109	-358.0019	-353.2111	-352.97317
5	24	-397.55541	-396.15798	-395.69766	1.3974327	-0.46032347	-395.00924	-390.07442	-384.32958
5	25	-370.35608	-359.98317	-361.33247	10.372913	1.3493003	-357.9622	-353.95078	-352.57581
