No.	ID	loglik_Null_W	loglik_Acc_W	loglik_Full_W	logBF1	logBF2
6	0	-582.52884	-571.21175	-579.34428	11.317085	8.1325268
6	1	-390.71867	-393.7997	-392.95283	-3.0810276	-0.84686896
6	2	-627.0329	-626.98728	-627.32316	0.045620335	0.33587138
6	3	-363.19214	-364.35104	-364.09027	-1.1588975	-0.26077242
6	4	-560.98583	-563.93597	-564.41492	-2.9501383	0.47895258
6	5	-553.98974	-553.37802	-552.1407	0.61172073	-1.2373183
6	6	-459.02082	-449.95943	-458.99531	9.0613881	9.035871
6	7	-335.29076	-336.75225	-339.85281	-1.4614939	3.1005626
6	8	-491.64161	-486.45733	-484.24611	5.1842815	-2.2112179
6	9	-460.064	-453.29118	-452.80878	6.7728218	-0.48239823
6	10	-545.13531	-543.74659	-532.10252	1.3887193	-11.644066
6	11	-452.98278	-446.20609	-446.25227	6.7766806	0.046180437
6	12	-380.20189	-381.10866	-378.39388	-0.90677165	-2.7147844
6	13	-370.40432	-368.78505	-367.77574	1.6192644	-1.0093147
6	14	-370.90167	-369.44924	-371.45573	1.4524349	2.0064931
6	15	-644.48431	-644.21376	-642.49256	0.27054376	-1.7212015
6	16	-568.43835	-572.81122	-567.78873	-4.3728614	-5.02249
6	17	-507.51561	-506.53425	-505.39365	0.98136067	-1.1406032
6	18	-623.2376	-620.68229	-618.14302	2.5553104	-2.5392689
6	19	-560.19759	-561.98413	-560.0786	-1.7865374	-1.9055313
6	20	-413.12277	-415.65927	-417.85515	-2.5364956	2.1958877
6	21	-281.51068	-284.17196	-287.29708	-2.6612849	3.1251136
6	22	-573.08699	-565.40196	-566.28781	7.6850279	0.88584847
6	23	-360.44088	-360.06854	-361.01155	0.37233923	0.94300395
6	24	-364.49765	-364.70971	-366.31684	-0.21206318	1.6071256
6	25	-314.19146	-311.91807	-313.7887	2.2733951	1.8706334
6	26	-582.97407	-576.36085	-574.17025	6.6132211	-2.1905975
6	27	-386.82868	-391.91947	-392.83289	-5.0907832	0.91342468
6	28	-630.96551	-631.85113	-635.78501	-0.88562266	3.9338799
6	29	-392.01095	-392.91387	-395.82641	-0.90291656	2.9125411
6	30	-467.92386	-462.00569	-462.98174	5.9181716	0.9760538
6	31	-508.70081	-507.34893	-510.28425	1.3518822	2.9353188
6	32	-663.58938	-665.85989	-661.5508	-2.2705055	-4.3090857
6	33	-756.24959	-754.82589	-757.40366	1.4237001	2.5777704
6	34	-453.78635	-456.0568	-456.53323	-2.2704463	0.47642979
6	35	-810.84929	-806.0521	-815.33477	4.7971861	9.2826658
6	36	-225.05626	-226.23995	-227.35614	-1.1836935	1.1161896
6	37	-418.45032	-417.10211	-418.58528	1.3482113	1.4831716
6	38	-347.08057	-345.98456	-350.04321	1.0960172	4.0586476
6	39	-413.59399	-414.55523	-415.913	-0.96123863	1.3577729
6	40	-473.30625	-474.08035	-473.93323	-0.77410375	-0.14712489
6	41	-538.61027	-537.20018	-540.3889	1.4100819	3.1887115
6	42	-211.39222	-214.98548	-215.97405	-3.593262	0.98857342
6	43	-342.57523	-339.49663	-341.59482	3.0786005	2.0981939
6	44	-733.04276	-720.75041	-720.43178	12.292347	-0.31863329
6	45	-455.75133	-454.06707	-452.16536	1.6842617	-1.9017054
6	46	-523.22087	-526.32351	-524.31618	-3.1026369	-2.0073351
6	47	-433.92161	-436.39305	-433.99946	-2.4714352	-2.3935887
6	48	-604.1611	-605.04089	-607.24995	-0.87978969	2.2090606
6	49	-554.49018	-549.05868	-540.03063	5.4315	-9.0280525
6	50	-366.92212	-370.73384	-372.55217	-3.8117199	1.8183304
6	51	-410.78904	-409.2581	-409.72866	1.530941	0.4705536
6	52	-286.78831	-286.71321	-288.58166	0.075101966	1.8684497
6	53	-628.94399	-627.18266	-625.40052	1.7613355	-1.7821405
6	54	-347.91311	-349.0144	-352.0875	-1.101283	3.073099
6	55	-260.46448	-263.15632	-263.97907	-2.6918462	0.82274851
6	56	-561.38579	-560.26971	-547.82469	1.1160891	-12.445012
6	57	-400.91729	-401.43423	-403.22655	-0.51693619	1.7923235
6	58	-520.35612	-524.32229	-524.43681	-3.9661692	0.1145187
6	59	-304.81447	-303.2727	-305.5405	1.5417698	2.2677985
6	60	-375.43958	-377.09367	-377.75375	-1.6540842	0.66008648
6	61	-375.22484	-373.64063	-376.41246	1.5842052	2.7718283
6	62	-253.80628	-256.53945	-260.18501	-2.7331644	3.6455616
6	63	-397.74522	-398.50092	-395.91873	-0.75570233	-2.5821924
6	64	-326.4838	-328.3983	-330.6082	-1.9145044	2.2098995
6	65	-546.67106	-539.33182	-537.60802	7.3392406	-1.7237979
6	66	-345.84841	-349.84911	-351.07976	-4.000695	1.2306543
6	67	-410.80496	-409.13527	-404.99122	1.669689	-4.1440468
6	68	-316.66955	-314.84331	-316.53566	1.8262488	1.6923551
6	69	-470.21351	-470.93053	-472.30518	-0.71701809	1.3746483
6	70	-351.78968	-352.85735	-352.54895	-1.0676653	-0.30839979
6	71	-543.76318	-548.59432	-546.39396	-4.831144	-2.2003632
6	72	-424.64236	-417.04605	-418.53484	7.5963088	1.4887887
6	73	-551.61633	-549.69937	-551.61772	1.9169551	1.9183483
6	74	-608.4452	-611.45243	-607.98961	-3.0072305	-3.4628268
6	75	-588.54635	-595.47106	-586.84921	-6.9247189	-8.6218579
6	76	-557.11703	-557.07692	-556.90797	0.04010703	-0.16894677
6	77	-572.17556	-570.7401	-569.455	1.4354598	-1.2850967
6	78	-442.38337	-441.25861	-446.81988	1.1247578	5.5612683
6	79	-502.15893	-500.00818	-501.82318	2.1507476	1.8150001
6	80	-319.52779	-320.95662	-320.38178	-1.4288272	-0.57483423
6	81	-405.63909	-406.77032	-408.25265	-1.1312292	1.4823255
6	82	-654.84872	-641.53933	-639.82097	13.309393	-1.718355
6	83	-591.41019	-588.62802	-585.15785	2.7821649	-3.4701771
6	84	-669.3014	-671.23359	-669.96811	-1.9321922	-1.265481
6	85	-366.88698	-366.27398	-369.07939	0.61300481	2.8054127
6	86	-536.70805	-532.01009	-539.69577	4.6979639	7.6856808
6	87	-368.99574	-361.03704	-363.31555	7.9586982	2.2785075
6	88	-470.31086	-473.00914	-469.64192	-2.6982876	-3.3672203
6	89	-464.67308	-462.85412	-464.73907	1.8189581	1.8849429
6	90	-481.9854	-483.41621	-485.18173	-1.4308117	1.7655172
6	91	-501.47953	-501.76354	-502.977	-0.28400552	1.2134624
6	92	-572.13418	-564.51877	-562.69574	7.6154116	-1.8230333
6	93	-625.90881	-625.64534	-623.08052	0.26346677	-2.5648205
6	94	-496.14639	-491.175	-489.71216	4.9713947	-1.4628441
6	95	-645.88041	-629.31903	-633.71781	16.561379	4.3987777
6	96	-636.73033	-638.28815	-632.48636	-1.5578274	-5.8017931
6	97	-460.72529	-459.92196	-463.32666	0.80333483	3.4047066
