No.	ID	loglik_Null_W	loglik_Acc_W	loglik_Full_W	logBF1	logBF2	optM
5	0	-693.67952	-626.77872	-628.56579	66.900795	1.7870667	1
5	1	-1007.1883	-965.59917	-904.88004	41.589116	-60.719127	2
5	2	-873.76062	-804.68724	-804.51156	69.073383	-0.17568452	2
5	3	-670.15957	-642.32021	-642.38047	27.839358	0.060265702	1
5	4	-667.30101	-591.58181	-598.68729	75.719202	7.105485	1
5	5	-663.16788	-619.65557	-609.83008	43.512314	-9.8254878	2
5	6	-803.18034	-772.91293	-761.69458	30.267416	-11.218352	2
5	7	-588.1643	-545.43619	-546.95227	42.728116	1.5160801	1
5	8	-655.26903	-643.80613	-637.86297	11.462901	-5.9431632	2
5	9	-1019.2207	-912.96562	-888.72397	106.25507	-24.241648	2
5	10	-842.62649	-775.09978	-756.00334	67.526705	-19.096445	2
5	11	-760.51537	-737.29659	-719.58524	23.218783	-17.711356	2
5	12	-806.29891	-766.34441	-728.93044	39.954509	-37.413965	2
5	13	-663.05476	-637.21622	-638.01821	25.838543	0.80199063	1
5	14	-831.74495	-778.73699	-764.25376	53.007954	-14.483235	2
5	15	-665.50853	-638.45973	-631.87974	27.048794	-6.5799968	2
5	16	-848.52383	-794.99504	-775.15557	53.528792	-19.839466	2
5	17	-639.14992	-593.04568	-591.85093	46.104233	-1.194759	2
5	18	-873.34771	-822.41853	-800.57285	50.929179	-21.845675	2
5	19	-837.25968	-776.10612	-738.47271	61.15356	-37.633412	2
5	20	-804.80616	-726.11153	-726.55919	78.69463	0.44766008	1
5	21	-445.87021	-436.81834	-440.37822	9.0518717	3.5598752	1
5	22	-692.44737	-606.47545	-610.54508	85.971918	4.0696311	1
5	23	-707.90567	-643.04988	-648.41071	64.855787	5.3608304	1
5	24	-894.02732	-870.72962	-842.87883	23.297702	-27.850787	2
5	25	-633.12215	-624.37854	-615.81922	8.7436151	-8.5593159	2
5	26	-670.14946	-635.4728	-632.74155	34.676662	-2.7312481	2
5	27	-701.89059	-653.93385	-648.56893	47.95674	-5.36492	2
5	28	-733.79683	-701.44793	-701.01642	32.348897	-0.43151216	2
5	29	-602.05652	-562.21395	-553.48014	39.842565	-8.7338109	2
5	30	-681.61634	-624.68821	-622.34702	56.928137	-2.3411885	2
5	31	-616.98984	-541.82559	-545.9214	75.164244	4.0958072	1
5	32	-668.24245	-634.96162	-634.62838	33.280829	-0.33323991	2
5	33	-817.60366	-777.62076	-747.89831	39.982897	-29.722458	2
5	34	-804.44486	-686.34796	-692.37145	118.0969	6.0234868	1
5	35	-598.72019	-542.89937	-545.29807	55.820827	2.3987004	1
5	36	-554.4765	-543.97099	-536.50994	10.505512	-7.4610509	2
5	37	-802.45972	-722.67261	-721.7969	79.787114	-0.87570794	2
5	38	-699.82329	-634.7646	-629.43515	65.058689	-5.3294515	2
5	39	-603.93571	-596.08529	-575.0939	7.8504107	-20.99139	2
5	40	-839.41299	-791.83006	-781.86372	47.582928	-9.9663402	2
5	41	-775.21502	-743.30863	-735.41581	31.906386	-7.8928209	2
5	42	-725.47479	-675.48983	-674.90393	49.98496	-0.58590192	2
5	43	-499.34301	-475.97617	-478.58007	23.366836	2.6038958	1
5	44	-862.94257	-820.1621	-788.71969	42.780466	-31.442414	2
5	45	-554.59832	-518.82576	-524.51155	35.772562	5.6857987	1
5	46	-1400.3275	-1234.5096	-1173.4108	165.8179	-61.098837	2
5	47	-635.47724	-600.72231	-595.16152	34.754934	-5.5607852	2
5	48	-1221.5767	-1126.212	-1110.4115	95.364725	-15.800476	2
5	49	-895.43066	-866.09913	-852.32563	29.331528	-13.773504	2
5	50	-565.92709	-488.95424	-496.74264	76.972848	7.7883955	1
5	51	-408.79273	-406.13956	-401.19693	2.6531718	-4.9426268	2
5	52	-597.47807	-567.73807	-569.0594	29.740003	1.3213376	1
5	53	-643.85086	-563.28478	-568.49629	80.566081	5.2115163	1
5	54	-722.1667	-683.75401	-684.12928	38.412695	0.37527611	1
5	55	-791.50295	-730.90184	-732.7745	60.601109	1.872656	1
5	56	-582.47954	-539.07437	-532.15616	43.405176	-6.9182083	2
5	57	-561.44439	-542.16143	-545.59172	19.282962	3.4302888	1
5	58	-773.94385	-697.64085	-697.24954	76.303004	-0.39130668	2
5	59	-773.32045	-756.12456	-742.37698	17.195887	-13.74758	2
5	60	-877.11648	-799.06852	-789.7461	78.047962	-9.3224155	2
5	61	-920.61012	-871.75537	-841.33659	48.854749	-30.418776	2
5	62	-691.2029	-637.27647	-640.81965	53.926431	3.5431781	1
5	63	-653.94256	-622.89797	-614.21986	31.044597	-8.6781051	2
5	64	-856.5619	-766.48574	-772.23423	90.076163	5.7484892	1
5	65	-728.19425	-701.81711	-686.03087	26.377142	-15.786242	2
5	66	-629.25882	-577.03497	-584.04376	52.223846	7.0087925	1
5	67	-661.19845	-632.68287	-636.17141	28.515573	3.4885352	1
5	68	-538.45469	-517.26381	-521.60703	21.190883	4.3432226	1
5	69	-560.49454	-534.678	-539.6603	25.816542	4.9823023	1
5	70	-598.60735	-562.47171	-560.85163	36.13564	-1.6200842	2
5	71	-701.04923	-658.47442	-654.59119	42.574813	-3.8832254	2
5	72	-1197.6079	-1149.9057	-1130.6282	47.702184	-19.277529	2
5	73	-772.7131	-679.22172	-667.60123	93.491376	-11.620493	2
5	74	-677.36587	-656.22711	-648.42046	21.138755	-7.8066496	2
5	75	-722.9383	-684.89928	-681.23577	38.03902	-3.6635058	2
5	76	-909.16684	-852.09153	-801.56621	57.075305	-50.525325	2
5	77	-688.09514	-653.44175	-646.71058	34.653393	-6.7311712	2
5	78	-595.90625	-548.64713	-552.73038	47.259118	4.0832483	1
5	79	-606.21489	-570.5678	-569.55152	35.647092	-1.0162781	2
5	80	-479.23581	-453.50705	-459.40413	25.728759	5.8970813	1
5	81	-578.30324	-517.35828	-523.65663	60.944962	6.2983541	1
5	82	-1121.9166	-1037.7181	-943.97649	84.19852	-93.741628	2
5	83	-788.39557	-726.53308	-706.39518	61.862488	-20.137901	2
5	84	-702.08228	-646.60822	-652.33293	55.474059	5.7247116	1
5	85	-557.63468	-547.34208	-548.18848	10.292602	0.84639815	1
5	86	-797.4828	-742.28336	-710.06509	55.199439	-32.21827	2
5	87	-547.34964	-493.95407	-497.95694	53.395573	4.0028691	1
5	88	-673.14226	-600.41898	-605.5269	72.723277	5.1079107	1
5	89	-669.80274	-648.1573	-645.98032	21.645436	-2.176988	2
5	90	-592.80064	-565.45591	-561.45274	27.344728	-4.003167	2
5	91	-792.67001	-722.09165	-723.68895	70.578359	1.5973066	1
5	92	-589.36274	-566.51968	-541.22703	22.843061	-25.292651	2
5	93	-855.83219	-797.08612	-768.83835	58.746066	-28.247773	2
5	94	-652.06546	-590.81157	-585.66064	61.253891	-5.1509339	2
5	95	-889.25057	-778.91207	-780.84351	110.3385	1.9314373	1
5	96	-419.10239	-393.06702	-399.34749	26.035368	6.2804695	1
5	97	-746.84054	-707.50263	-712.03976	39.337915	4.5371314	1
5	98	-908.34938	-862.3501	-848.77413	45.999277	-13.575975	2
5	99	-680.02747	-646.48982	-623.51718	33.537648	-22.972644	2
