No.	ID	loglik_Null_W	loglik_Acc_W	loglik_Full_W	logBF1	logBF2	optM
5	0	-659.91571	-639.76202	-644.80863	20.153689	5.0466051	1
5	1	-929.23812	-925.75693	-930.35211	3.4811842	4.5951733	1
5	2	-675.68109	-676.85875	-683.94359	-1.1776567	7.084848	0
5	3	-657.20553	-643.40909	-649.58077	13.79644	6.1716767	1
5	4	-631.65951	-608.15046	-611.86236	23.509044	3.7118995	1
5	5	-631.66988	-613.17591	-619.38421	18.49397	6.2083024	1
5	6	-760.83467	-745.09464	-750.68717	15.740032	5.592537	1
5	7	-585.55739	-564.07361	-568.19008	21.483779	4.116469	1
5	8	-653.33187	-646.80336	-648.59725	6.5285097	1.7938937	1
5	9	-856.04793	-850.06789	-836.5628	5.9800449	-13.505087	2
5	10	-748.31969	-738.6936	-728.01669	9.6260876	-10.676909	2
5	11	-693.45022	-660.39104	-663.0789	33.059186	2.6878624	1
5	12	-688.19361	-664.29758	-667.66871	23.896032	3.3711326	1
5	13	-681.86561	-668.16241	-669.70537	13.703207	1.5429605	1
5	14	-727.77131	-713.83804	-710.91776	13.933266	-2.9202772	2
5	15	-588.64086	-585.69675	-589.41675	2.9441134	3.7199978	1
5	16	-746.1061	-725.24234	-727.85825	20.863764	2.6159111	1
5	17	-621.04542	-602.97139	-607.44003	18.074035	4.4686441	1
5	18	-709.60159	-713.20539	-707.92811	-3.6037977	-5.2772862	2
5	19	-630.77297	-630.51231	-647.73768	0.26065738	17.225369	1
5	20	-683.28059	-656.86414	-662.84574	26.416448	5.9816	1
5	21	-449.20805	-450.37986	-447.29467	-1.1718089	-3.0851948	2
5	22	-663.86319	-620.32638	-622.24174	43.536816	1.915367	1
5	23	-621.65807	-596.05098	-609.25678	25.607086	13.205793	1
5	24	-713.92678	-699.70549	-689.01726	14.221291	-10.688231	2
5	25	-628.80555	-621.88803	-623.84388	6.9175147	1.9558503	1
5	26	-628.64063	-620.3623	-629.3248	8.2783359	8.9624997	1
5	27	-632.63802	-611.28446	-609.04738	21.353556	-2.2370823	2
5	28	-648.40991	-634.47913	-635.4902	13.930781	1.0110706	1
5	29	-527.32952	-516.44517	-509.35391	10.884351	-7.0912533	2
5	30	-663.54535	-642.95951	-650.48226	20.585831	7.5227454	1
5	31	-580.04869	-551.07603	-555.67479	28.972663	4.5987635	1
5	32	-618.59353	-606.03641	-608.93972	12.557124	2.9033111	1
5	33	-764.3489	-763.45353	-743.15151	0.89537049	-20.302025	2
5	34	-719.83549	-659.20061	-665.04501	60.634875	5.8443941	1
5	35	-539.55835	-513.74626	-529.74863	25.8121	16.002378	1
5	36	-520.88447	-515.14642	-521.98024	5.7380564	6.8338241	1
5	37	-724.07571	-681.20449	-688.92884	42.871215	7.7243472	1
5	38	-640.84109	-623.57214	-619.86761	17.268948	-3.7045314	2
5	39	-540.86011	-531.97793	-537.01677	8.8821822	5.0388418	1
5	40	-688.36523	-651.33593	-663.6068	37.029299	12.270867	1
5	41	-766.11797	-750.54844	-750.25836	15.569527	-0.29008813	2
5	42	-638.64581	-621.64108	-622.60825	17.00473	0.96717132	1
5	43	-505.5191	-497.98005	-496.035	7.5390524	-1.9450488	2
5	44	-651.38471	-640.26576	-644.58207	11.118947	4.3163101	1
5	45	-514.75825	-496.67355	-491.88057	18.084696	-4.7929782	2
5	46	-1002.297	-936.48061	-945.72695	65.816384	9.246341	1
5	47	-625.16095	-603.25823	-610.11901	21.902728	6.8607841	1
5	48	-923.25204	-989.31188	-956.48958	-66.059834	-32.822295	0
5	49	-770.24155	-747.0408	-746.02933	23.200749	-1.0114654	2
5	50	-546.47136	-503.86492	-510.92053	42.606438	7.055604	1
5	51	-398.16649	-388.87253	-395.26582	9.2939533	6.393288	1
5	52	-610.15623	-598.07807	-603.41967	12.078167	5.3416003	1
5	53	-624.31018	-582.51272	-587.97193	41.797458	5.4592129	1
5	54	-669.8688	-645.51006	-652.39563	24.35874	6.8855763	1
5	55	-734.42375	-699.8518	-707.968	34.571942	8.1162001	1
5	56	-544.81805	-523.80196	-522.89829	21.01609	-0.90367137	2
5	57	-542.7717	-538.53451	-543.6963	4.2371945	5.1617927	1
5	58	-695.9497	-658.19096	-671.42362	37.758736	13.232663	1
5	59	-733.20559	-733.3193	-729.61353	-0.11371553	-3.705771	2
5	60	-708.8261	-701.59628	-723.21796	7.2298227	21.62168	1
5	61	-775.62017	-774.92699	-761.89854	0.69317534	-13.028451	2
5	62	-678.66026	-641.97653	-637.54531	36.683724	-4.4312268	2
5	63	-641.8235	-622.79384	-618.37701	19.02966	-4.4168322	2
5	64	-712.33095	-701.73733	-707.57277	10.593616	5.8354372	1
5	65	-704.90362	-679.39611	-687.09936	25.507512	7.7032479	1
5	66	-567.31511	-538.08895	-563.46295	29.226167	25.374008	1
5	67	-644.72356	-635.07766	-627.5793	9.6458964	-7.4983577	2
5	68	-536.49444	-525.70339	-534.02148	10.791047	8.3180915	1
5	69	-592.2828	-572.38832	-583.06054	19.894485	10.672225	1
5	70	-579.61643	-571.18942	-577.34685	8.4270167	6.1574369	1
5	71	-612.32859	-626.81368	-594.03819	-14.485091	-32.77549	2
5	72	-1047.2337	-1057.5252	-1048.4857	-10.29154	-9.0394762	0
5	73	-656.86986	-652.10872	-648.01252	4.7611314	-4.0962084	2
5	74	-659.20586	-656.75934	-649.64246	2.4465271	-7.1168753	2
5	75	-662.17901	-641.063	-647.4816	21.116012	6.4185946	1
5	76	-680.9867	-679.98445	-702.06931	1.0022486	22.084854	1
5	77	-669.69484	-665.59962	-665.58764	4.0952231	-0.011977113	2
5	78	-554.27631	-528.11396	-525.19476	26.162347	-2.9192018	2
5	79	-597.48191	-575.7805	-573.21722	21.701417	-2.563275	2
5	80	-423.48623	-411.94368	-417.98282	11.542551	6.0391351	1
5	81	-551.03915	-520.94322	-530.84334	30.095927	9.9001168	1
