No.	ID	loglik_Null_W	loglik_Acc_W	loglik_Full_W	logBF1	logBF2	optM
5	82	-759.97847	-740.01851	-724.85122	19.959963	-15.167288	2
5	83	-643.87008	-625.85856	-631.7071	18.011519	5.8485363	1
5	84	-591.60535	-594.9527	-622.39237	-3.3473448	27.439676	0
5	85	-499.28899	-484.20486	-488.24148	15.084129	4.0366212	1
5	86	-723.26734	-710.24039	-708.99533	13.026945	-1.2450627	2
5	87	-522.33493	-501.52005	-501.91782	20.814873	0.39776543	1
5	88	-664.22453	-630.00679	-649.64759	34.217747	19.640802	1
5	89	-710.28199	-695.60387	-703.70947	14.678114	8.1055951	1
5	90	-539.99237	-531.71519	-539.09446	8.2771795	7.379278	1
5	91	-738.51837	-729.74804	-726.6343	8.7703231	-3.1137462	2
5	92	-472.83016	-465.50003	-476.08962	7.3301357	10.589597	1
5	93	-781.32002	-746.62332	-769.97732	34.6967	23.353998	1
5	94	-629.28725	-601.57566	-599.3439	27.711592	-2.2317565	2
5	95	-787.27217	-772.7897	-776.97914	14.482464	4.1894398	1
5	96	-450.11181	-430.43654	-435.52067	19.675266	5.0841323	1
5	97	-658.36369	-644.05433	-648.00321	14.309357	3.9488783	1
5	98	-784.13565	-771.21926	-771.07694	12.916389	-0.14231806	2
5	99	-583.35764	-582.72385	-573.97924	0.63378599	-8.7446153	2
