No.	ID	loglik_Null_W	loglik_Acc_W	loglik_Full_W	logBF1	logBF2	loglik_Max_M0	loglik_Max_M1	loglik_Max_M2
79	79	-649.24217	-601.77029	-603.28508	47.471884	1.5147891	-637.2596	-590.5062	-584.44626
80	80	-447.29779	-440.02679	-435.79426	7.2710022	-4.2325294	-432.73786	-429.92646	-424.25067
81	81	-614.26229	-552.32999	-559.69439	61.932303	7.3643999	-599.67593	-543.58278	-543.39367
82	82	-546.44206	-493.43335	-499.27831	53.008703	5.8449559	-530.94878	-484.30652	-484.30521
83	83	-648.46469	-592.85517	-597.99874	55.609512	5.1435617	-633.51674	-585.48054	-585.48096
84	84	-445.32561	-419.5299	-425.27193	25.795708	5.7420314	-433.24276	-411.28905	-411.23273
85	85	-624.16068	-600.28061	-600.92353	23.880069	0.64291733	-610.40602	-585.2171	-583.78024
86	86	-531.5137	-507.68069	-513.00741	23.833009	5.3267139	-516.97286	-495.63439	-494.92904
87	87	-506.94663	-472.4406	-478.77866	34.506025	6.3380569	-494.77675	-463.42867	-462.78127
88	88	-529.87659	-510.70391	-511.57674	19.172682	0.87283572	-517.66674	-501.14011	-493.53962
89	89	-527.60553	-518.70662	-519.58351	8.8989039	0.87689353	-515.80526	-508.64282	-503.1168
90	90	-589.72701	-563.01791	-565.16292	26.709098	2.1450087	-575.29946	-551.04394	-547.97111
91	91	-306.18026	-289.55571	-293.83544	16.624544	4.2797294	-294.32419	-281.58985	-279.69523
92	92	-629.70969	-566.86439	-572.02098	62.845292	5.1565901	-614.7437	-557.49955	-557.48754
93	93	-565.99062	-534.66473	-540.18425	31.325891	5.5195213	-548.93807	-525.86187	-523.15025
94	94	-867.66342	-839.60071	-825.4418	28.062707	-14.158907	-861.29234	-828.3022	-806.90235
95	95	-446.56574	-434.41521	-431.54612	12.150528	-2.8690968	-432.82495	-427.15548	-415.11072
96	96	-498.55468	-464.25847	-469.83211	34.296215	5.5736429	-485.38505	-454.80646	-453.56409
97	97	-428.04379	-403.88522	-409.64604	24.158563	5.7608137	-415.02298	-396.99843	-397.00607
98	98	-487.27027	-480.62607	-481.1743	6.6441958	0.54822673	-473.30761	-469.01294	-467.45393
99	99	-462.03857	-443.8022	-449.19003	18.236373	5.3878321	-449.16703	-435.20411	-435.20136
