No.	halLeu	nipNip	galGal	aptHaa	aptOwe	aptRow	casCas	droNov	rheAme	rhePen	cryCin	tinGut	eudEle	notPer	anoDid	strCam	taeGut-aptFor	taeGut-galGal	aptHaa-aptOwe	aptHaa-aptRow	casCas-droNov	aptHaa-casCas	rheAme-rhePen	aptHaa-rheAme	cryCin-tinGut	eudEle-notPer	cryCin-eudEle	cryCin-anoDid	aptHaa-cryCin	aptHaa-strCam	taeGut-aptHaa
14	1	1	1	2	2	2	2	2	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0
15	1	1	1	2	2	2	2	2	2	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1
16	1	1	1	2	2	2	2	2	1	1	1	1	1	1	1	0	1	1	2	1	1	1	1	1	1	1	1	1	0	0	0
17	1	1	1	2	2	2	2	2	1	1	1	2	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1
18	1	1	1	2	2	2	2	2	2	2	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	0
19	1	1	1	2	2	2	2	2	1	1	1	1	1	2	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1
20	1	1	1	2	2	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
21	1	1	1	2	2	2	2	2	2	2	1	1	1	1	2	2	1	1	2	2	1	1	1	1	1	1	1	1	1	1	0
22	1	1	1	2	2	2	2	2	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1
23	1	1	1	2	2	2	2	2	1	2	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1
24	1	1	1	2	2	2	2	2	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	0
25	1	1	1	2	2	2	2	2	1	1	1	1	1	1	1	1	1	0	2	1	1	1	1	1	1	1	1	1	1	1	0
26	1	1	0	2	2	2	1	2	2	1	1	1	1	1	1	1	0	0	2	2	1	1	1	1	1	1	1	1	1	1	0
27	1	1	1	2	2	2	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
28	1	1	1	2	2	2	2	2	2	2	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
29	1	1	1	2	2	2	2	2	2	1	2	2	0	0	0	1	1	1	2	1	1	1	1	1	1	0	0	0	0	0	0
30	1	1	1	2	2	2	2	2	1	1	1	1	1	1	1	1	1	1	2	2	2	1	1	1	1	1	1	1	1	1	1
31	1	0	1	1	2	0	2	2	2	2	2	2	0	0	1	1	0	0	1	0	1	0	1	0	1	0	0	0	0	0	0
32	1	1	1	2	2	2	2	2	1	1	2	1	1	1	1	0	1	1	2	1	2	1	1	1	1	1	1	1	1	0	0
33	1	1	1	2	2	2	2	2	1	1	1	1	1	1	1	1	1	1	2	2	2	1	1	1	1	1	1	1	1	0	0
34	1	1	1	2	2	2	2	2	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	0
35	1	1	1	2	2	2	2	2	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0
36	1	1	1	2	2	2	2	2	2	2	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	0
37	0	0	1	2	2	2	2	2	1	2	0	0	0	0	1	0	0	0	2	1	1	1	1	1	0	0	0	0	0	0	0
38	1	1	1	2	2	2	2	2	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1
39	0	0	0	2	2	2	2	2	1	1	1	0	0	0	0	1	0	0	2	2	2	1	1	1	0	0	0	0	0	0	0
40	1	1	1	2	2	2	2	2	1	1	1	1	1	1	1	1	1	0	2	1	1	1	1	1	1	1	1	1	1	1	0
41	1	1	1	2	2	2	2	2	2	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	1	1	1	1	1	1	1
42	1	1	0	2	2	0	0	0	2	2	0	0	0	0	1	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0
43	1	1	1	2	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0
44	0	0	1	2	2	2	2	2	1	1	1	1	1	1	1	1	0	0	2	1	1	1	1	1	1	1	1	1	1	1	0
45	1	1	1	2	2	2	2	2	2	2	1	1	1	1	1	1	1	1	2	1	2	1	1	1	1	1	1	1	1	1	1
46	1	1	1	2	2	2	2	2	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
47	1	1	1	2	2	2	2	2	2	2	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	0	0
48	0	1	1	2	2	2	2	2	1	1	1	1	1	1	1	1	0	0	2	1	1	1	1	1	1	1	1	1	1	1	0
49	0	0	0	2	2	2	2	2	1	0	2	1	0	0	1	0	0	0	2	2	1	1	0	0	1	0	0	0	0	0	0
50	0	0	1	2	2	2	2	2	1	2	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	0
51	1	1	1	2	2	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
52	1	1	1	2	2	2	2	2	2	2	1	1	1	1	0	1	1	1	2	2	1	1	1	1	0	0	0	0	0	0	0
53	1	0	1	2	2	2	2	2	2	2	1	0	1	0	1	1	0	0	1	1	2	1	1	0	0	0	0	0	0	0	0
54	1	1	1	2	2	2	2	2	1	1	1	1	1	1	1	1	1	0	2	1	1	1	1	1	1	1	1	1	1	0	0
55	1	1	1	2	2	2	0	0	2	2	1	1	1	1	1	1	1	1	2	1	0	0	1	0	1	1	1	1	0	0	0
56	1	1	1	2	2	2	2	2	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1
57	1	1	1	2	2	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	0
58	1	1	1	2	2	2	2	1	2	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	0	0	0	0
59	1	1	1	2	2	2	2	2	2	2	1	2	1	2	1	1	1	1	2	1	2	1	1	1	1	1	1	1	1	1	1
60	1	1	1	2	2	2	2	2	1	2	1	1	1	1	1	1	1	1	2	2	2	1	1	1	1	1	1	1	1	1	1
61	1	1	1	2	2	2	2	2	1	2	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1
62	1	1	1	2	2	2	2	2	1	1	2	2	2	2	0	1	0	0	2	2	2	1	1	0	1	1	1	0	0	0	0
63	1	1	1	2	2	2	2	2	2	2	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	0
64	1	1	1	2	2	2	2	2	1	1	2	1	1	1	1	1	1	0	2	1	2	1	1	1	1	1	1	1	1	1	0
65	1	1	1	2	2	2	2	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
66	1	1	0	2	2	2	2	2	1	1	1	1	1	1	1	1	1	0	2	1	1	1	1	1	1	1	1	1	1	1	0
67	1	1	1	2	2	2	2	2	2	2	1	2	1	1	1	0	1	0	2	1	1	1	1	0	1	1	1	1	0	0	0
68	1	1	1	2	2	2	2	2	2	2	2	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	0	0
69	1	0	0	2	1	1	2	2	1	1	0	0	0	0	1	1	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0
70	1	1	1	2	2	2	2	2	2	2	1	1	1	1	1	1	1	1	2	1	2	1	2	1	1	1	1	1	1	1	1
71	1	1	1	2	2	2	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
72	0	0	1	2	2	2	2	2	1	1	0	0	1	0	0	1	0	0	2	1	1	1	1	1	0	0	0	0	0	0	0
73	1	1	1	2	2	2	2	2	1	1	1	2	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1
74	1	1	1	2	2	2	2	2	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1
75	1	1	1	2	1	2	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
76	0	0	1	2	2	2	2	2	2	2	1	1	1	1	1	1	0	0	2	1	1	1	1	1	1	1	1	1	1	1	0
77	1	1	1	2	2	2	2	2	2	2	1	2	1	1	1	1	0	0	2	1	1	1	1	1	1	1	1	1	1	1	0
78	1	1	1	2	2	2	2	2	1	2	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1
79	1	1	1	2	2	2	2	2	2	1	1	2	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	0	0
80	1	1	1	2	2	2	2	2	1	1	1	1	2	1	1	2	1	1	2	2	2	1	1	1	1	1	1	1	1	1	1
81	1	1	1	2	2	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
82	1	1	1	2	2	2	2	2	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	0
83	1	1	1	2	2	2	2	2	1	1	1	1	1	1	1	1	1	0	2	2	2	2	1	1	1	1	1	1	1	0	0
84	1	1	1	2	2	2	2	2	1	1	2	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	0
85	1	1	1	2	2	2	2	2	1	1	2	1	1	1	0	1	0	0	2	2	1	1	1	0	1	1	0	0	0	0	0
86	1	1	1	2	2	2	0	0	2	1	1	1	1	1	1	1	1	0	2	1	0	0	1	0	1	1	1	1	0	0	0
87	1	1	1	2	2	2	2	2	1	1	1	2	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0
88	1	1	0	2	2	2	2	2	2	2	1	2	1	1	1	1	1	0	2	1	1	1	1	1	1	1	1	1	1	1	0
89	1	0	1	2	2	2	2	2	2	2	1	2	1	1	1	1	0	0	2	1	2	1	1	1	1	1	1	1	1	0	0
90	1	1	1	2	2	2	2	2	2	1	1	1	1	1	0	1	1	1	2	1	1	1	1	1	1	1	1	0	0	0	0
91	1	1	1	1	2	2	2	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
92	1	1	1	2	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
93	1	1	0	2	2	2	2	2	2	2	1	1	1	1	1	1	1	0	2	1	1	0	1	0	0	0	0	0	0	0	0
94	1	0	0	2	2	2	2	2	1	2	1	2	0	0	0	0	0	0	2	1	2	1	1	0	1	0	0	0	0	0	0
95	1	1	1	2	2	2	2	2	2	1	2	1	1	2	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1
96	0	1	1	2	2	2	2	2	2	1	1	1	1	1	1	1	0	0	2	1	1	1	1	1	1	1	1	1	1	1	0
97	1	1	1	2	2	2	2	2	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	1	1	1	1	1	1	1
98	1	1	1	2	2	2	1	2	2	1	1	2	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1
99	1	1	1	2	2	2	2	2	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1
