No.	ID	loglik_Null_W	loglik_Acc_W	loglik_Full_W	logBF1	logBF2
0	0	-659.91571	-639.76202	-644.80863	20.153689	5.0466051
1	1	-929.23812	-925.75693	-930.35211	3.4811842	4.5951733
2	2	-675.68109	-676.85875	-683.94359	-1.1776567	7.084848
3	3	-657.20553	-643.40909	-649.58077	13.79644	6.1716767
4	4	-631.65951	-608.15046	-611.86236	23.509044	3.7118995
5	5	-631.66988	-613.17591	-619.38421	18.49397	6.2083024
6	6	-760.83467	-745.09464	-750.68717	15.740032	5.592537
7	7	-585.55739	-564.07361	-568.19008	21.483779	4.116469
8	8	-653.33187	-646.80336	-648.59725	6.5285097	1.7938937
9	9	-856.04793	-850.06789	-836.5628	5.9800449	-13.505087
10	10	-748.31969	-738.6936	-728.01669	9.6260876	-10.676909
11	11	-693.45022	-660.39104	-663.0789	33.059186	2.6878624
12	12	-688.19361	-664.29758	-667.66871	23.896032	3.3711326
13	13	-681.86561	-668.16241	-669.70537	13.703207	1.5429605
14	14	-727.77131	-713.83804	-710.91776	13.933266	-2.9202772
15	15	-588.64086	-585.69675	-589.41675	2.9441134	3.7199978
16	16	-746.1061	-725.24234	-727.85825	20.863764	2.6159111
17	17	-621.04542	-602.97139	-607.44003	18.074035	4.4686441
18	18	-709.60159	-713.20539	-707.92811	-3.6037977	-5.2772862
19	19	-630.77297	-630.51231	-647.73768	0.26065738	17.225369
20	20	-683.28059	-656.86414	-662.84574	26.416448	5.9816
21	21	-449.20805	-450.37986	-447.29467	-1.1718089	-3.0851948
22	22	-663.86319	-620.32638	-622.24174	43.536816	1.915367
23	23	-621.65807	-596.05098	-609.25678	25.607086	13.205793
24	24	-713.92678	-699.70549	-689.01726	14.221291	-10.688231
25	25	-628.80555	-621.88803	-623.84388	6.9175147	1.9558503
26	26	-628.64063	-620.3623	-629.3248	8.2783359	8.9624997
27	27	-632.63802	-611.28446	-609.04738	21.353556	-2.2370823
28	28	-648.40991	-634.47913	-635.4902	13.930781	1.0110706
29	29	-527.32952	-516.44517	-509.35391	10.884351	-7.0912533
30	30	-663.54535	-642.95951	-650.48226	20.585831	7.5227454
31	31	-580.04869	-551.07603	-555.67479	28.972663	4.5987635
32	32	-618.59353	-606.03641	-608.93972	12.557124	2.9033111
33	33	-764.3489	-763.45353	-743.15151	0.89537049	-20.302025
34	34	-719.83549	-659.20061	-665.04501	60.634875	5.8443941
35	35	-539.55835	-513.74626	-529.74863	25.8121	16.002378
36	36	-520.88447	-515.14642	-521.98024	5.7380564	6.8338241
37	37	-724.07571	-681.20449	-688.92884	42.871215	7.7243472
38	38	-640.84109	-623.57214	-619.86761	17.268948	-3.7045314
39	39	-540.86011	-531.97793	-537.01677	8.8821822	5.0388418
40	40	-688.36523	-651.33593	-663.6068	37.029299	12.270867
