No.	ID	loglik_Null	loglik_Acc	loglik_Full	logBF1	logBF2	loglik_Max_M0	loglik_Max_M1	loglik_Max_M2
0	0	-412.92836	-412.52036	-412.74821	0.40799718	0.22784594	-398.53737	-396.4616	-396.50388
1	1	-297.48501	-294.41331	-295.33764	3.0716969	0.92432907	-290.03765	-284.5517	-281.11841
2	2	-338.17821	-327.49622	-329.68432	10.68199	2.1880984	-330.23782	-318.88393	-318.51666
3	3	-460.30389	-443.77601	-436.05543	16.527885	-7.7205809	-445.9453	-431.80526	-418.24642
4	4	-343.08309	-343.51411	-344.16587	-0.43101994	0.65176074	-339.44888	-340.94732	-340.23271
5	5	-236.32747	-235.99428	-236.84938	0.33319201	0.85510178	-233.16054	-230.27712	-227.58458
6	6	-489.51807	-480.96479	-476.67967	8.5532728	-4.2851258	-475.47948	-466.70346	-461.95646
7	7	-517.88336	-506.57777	-484.5862	11.305595	-21.99157	-502.13522	-488.75091	-468.90507
8	8	-505.78494	-500.62047	-498.64919	5.1644642	-1.9712835	-498.01291	-491.56775	-482.6796
9	9	-542.81872	-534.39167	-536.63843	8.4270479	2.2467561	-529.29524	-527.05606	-522.74995
10	10	-564.40616	-535.34201	-536.22771	29.064149	0.88570071	-549.97495	-521.77075	-518.18057
11	11	-429.25382	-415.75741	-417.09065	13.496409	1.3332444	-422.25721	-408.39204	-405.07111
12	12	-805.71529	-790.08239	-773.56247	15.632901	-16.519921	-793.53612	-770.29638	-748.67018
13	13	-555.16301	-543.51496	-540.0103	11.648052	-3.5046586	-539.74182	-532.49392	-518.9259
14	14	-488.33754	-488.57987	-490.28649	-0.24233018	1.7066178	-480.83964	-479.67425	-470.71278
15	15	-277.95858	-276.38458	-277.76372	1.573997	1.3791438	-275.14122	-269.09149	-269.09606
16	16	-278.20533	-278.26599	-277.85567	-0.060652199	-0.41031701	-275.26602	-273.97759	-268.46022
17	17	-316.84852	-316.48429	-317.40579	0.36423158	0.92150308	-314.1686	-311.62504	-310.29495
18	18	-422.87838	-419.03714	-416.68552	3.841236	-2.3516169	-415.71709	-408.48682	-397.2404
19	19	-744.93033	-738.92254	-722.97094	6.0077919	-15.951598	-729.49339	-718.46882	-700.51516
20	20	-337.94837	-337.98989	-338.49018	-0.041518193	0.50029337	-330.68405	-328.82684	-327.91275
21	21	-479.251	-471.32572	-470.9314	7.9252796	-0.39432449	-472.72982	-462.89997	-456.50442
22	22	-264.34559	-264.14616	-264.25753	0.19943152	0.11137108	-261.37481	-259.42597	-255.6432
23	23	-386.73919	-376.74147	-378.77859	9.997724	2.0371214	-378.00645	-368.3835	-366.37965
24	24	-605.59667	-605.50178	-584.42741	0.094888813	-21.074371	-587.90547	-587.00316	-562.53413
25	25	-373.88597	-373.87207	-373.47061	0.013897348	-0.401461	-371.38858	-369.08251	-364.59853
26	26	-632.94207	-628.12542	-610.76555	4.8166524	-17.359874	-616.81825	-610.28158	-593.69684
27	27	-406.07191	-402.94364	-402.86314	3.1282679	-0.080500059	-402.40996	-392.57793	-385.43864
28	28	-1046.8059	-1038.4196	-974.8077	8.3863315	-63.611863	-1033.9422	-1020.1184	-948.563
29	29	-304.7111	-304.7897	-305.45686	-0.078605452	0.66715868	-301.88653	-300.33463	-299.01022
30	30	-400.61977	-400.46168	-400.32949	0.15808933	-0.13219004	-392.41916	-389.57223	-385.00647
31	31	-405.76598	-404.15381	-408.65014	1.6121777	4.4963384	-403.36802	-397.28126	-386.1684
32	32	-475.84364	-460.98812	-462.23885	14.855517	1.2507216	-465.68096	-454.60822	-454.61857
33	33	-442.4516	-437.22174	-438.30777	5.2298685	1.0860337	-440.28352	-429.87497	-425.85743
34	34	-340.40075	-337.30756	-338.08247	3.0931864	0.77490696	-332.64037	-329.7308	-329.08098
35	35	-460.98173	-460.26115	-458.5088	0.72058788	-1.7523482	-450.65578	-449.80679	-445.72662
36	36	-275.00557	-275.2557	-275.7699	-0.25012413	0.51420214	-272.24732	-270.58252	-266.97465
37	37	-434.95436	-434.94091	-430.98599	0.013450867	-3.9549267	-427.36929	-427.85268	-415.32331
38	38	-532.77211	-522.22912	-524.47348	10.542988	2.2443632	-525.5774	-514.61518	-514.17662
39	39	-574.5573	-555.78314	-552.89356	18.774157	-2.8895835	-559.50818	-542.41862	-529.21394
40	40	-402.83408	-402.56495	-403.24896	0.26912818	0.68401153	-399.39461	-398.39789	-396.91252
41	41	-308.96799	-308.96785	-309.86745	0.00014425471	0.89960456	-301.34181	-299.21214	-296.68669
42	42	-478.50589	-478.83626	-475.74283	-0.33037078	-3.0934337	-473.89655	-474.31277	-460.1147
43	43	-531.59502	-530.71452	-522.38913	0.88049685	-8.3253893	-520.4046	-515.28385	-504.19003
44	44	-564.21833	-552.26649	-553.27977	11.951837	1.0132815	-544.97394	-534.81657	-531.89953
45	45	-416.31796	-411.9909	-411.65386	4.3270583	-0.33703951	-409.1256	-403.78401	-396.25345
46	46	-623.28932	-613.5707	-613.57154	9.7186184	0.00084384882	-608.75959	-591.83952	-591.83778
47	47	-460.95028	-452.386	-453.55378	8.5642807	1.1677817	-449.78536	-442.95335	-439.08089
48	48	-457.30099	-456.97057	-458.46665	0.33042322	1.4960855	-447.89048	-444.05844	-440.49539
49	49	-246.85672	-247.03558	-247.56496	-0.17885563	0.52938594	-243.62632	-242.50393	-241.58905
50	50	-560.76885	-550.91725	-548.5251	9.851594	-2.3921512	-545.0233	-534.07791	-526.8718
51	51	-273.89834	-271.97961	-272.52189	1.9187285	0.542273	-270.93511	-266.64758	-264.39393
52	52	-405.3666	-397.28679	-398.80625	8.0798102	1.5194583	-390.87592	-384.88721	-383.32983
53	53	-322.60121	-318.16608	-319.50285	4.4351336	1.3367734	-319.83624	-311.48588	-310.10002
54	54	-533.56466	-530.97915	-528.24787	2.5855092	-2.7312847	-521.37448	-516.31442	-508.92885
55	55	-393.70493	-386.89696	-388.08366	6.8079675	1.1867029	-391.26891	-381.48647	-380.26602
56	56	-283.70821	-283.75827	-284.6033	-0.050058325	0.84503104	-280.84898	-279.24296	-279.34687
57	57	-383.23817	-379.82754	-381.5752	3.4106304	1.7476596	-379.76872	-372.85255	-371.7323
58	58	-533.07538	-530.94182	-526.57533	2.1335604	-4.3664882	-518.71883	-515.8513	-508.3761
59	59	-258.48368	-258.30135	-259.16015	0.18232702	0.85879169	-255.44589	-252.92574	-253.39242
60	60	-317.49344	-315.91829	-317.07646	1.5751459	1.1581731	-310.75727	-305.2747	-303.62628
61	61	-1201.1509	-1155.9156	-1073.3134	45.235342	-82.602181	-1189.2856	-1138.7662	-1050.1129
62	62	-401.36615	-400.43638	-401.23847	0.92977741	0.80209822	-395.1698	-392.13993	-389.79291
63	63	-567.53891	-567.78031	-566.84095	-0.24139778	-0.93936265	-552.04018	-552.85906	-546.62822
64	64	-363.26774	-360.05129	-361.39201	3.2164504	1.3407188	-356.25102	-351.14143	-349.92308
65	65	-420.66098	-418.98746	-420.28656	1.6735177	1.299096	-417.86465	-411.57423	-410.45292
66	66	-326.82897	-327.07935	-326.89458	-0.25037362	-0.18476605	-321.85429	-320.6015	-314.41616
67	67	-336.54876	-334.43186	-330.19596	2.1168947	-4.2359066	-333.85826	-326.59454	-317.82541
68	68	-262.82266	-263.11621	-263.62313	-0.29355077	0.50692013	-259.73992	-259.93043	-258.61678
