No.	prop	genetree
51	0.0421429	((galGal:0.194964,(halLeu:0.114824,nipNip:0.112854):0.00937775):0.0158436,((strCam:0.063718,(((rhePen:0.0680136,(aptHaa:0.0174307,aptOwe:0.0176775):0.0236562):0.0125448,(aptRow:0.049095,droNov:0.0583509):0.00420393):0.00373174,(tinGut:0.164802,(eudEle:0.151585,anoDid:0.0601524):0.0306506):0.00428915):0.00374466):0.0239655,(cryCin:0.180845,(casCas:0.063522,(rheAme:0.0785359,notPer:0.188968):0.00453691):0.00409371):0.0241939):0.0084698);
51	0.03	((galGal:0.187176,(halLeu:0.0831515,nipNip:0.0811823):0.0332617):0.0236318,((strCam:0.0629421,((rhePen:0.0684492,(droNov:0.0459923,(aptRow:0.0319008,(aptHaa:0.00557748,aptOwe:0.00582433):0.0266561):0.00483555):0.00445336):0.00807736,(anoDid:0.0685841,(tinGut:0.11636,eudEle:0.133793):0.0262233):0.0187444):0.0107324):0.0245818,(rheAme:0.0718187,(casCas:0.0461003,(cryCin:0.155787,notPer:0.172541):0.00354245):0.00616768):0.0393821):0.00862941);
51	0.03	((galGal:0.197806,(halLeu:0.0684879,nipNip:0.0665188):0.0585556):0.0130015,((strCam:0.0634556,(((rhePen:0.0665072,(aptHaa:0.00514505,aptOwe:0.0053919):0.0344355):0.0127202,(aptRow:0.0496573,droNov:0.0589132):0.00231059):0.00353964,(anoDid:0.0897892,(tinGut:0.142392,eudEle:0.159825):0.0213963):0.00377975):0.00500547):0.0295753,(casCas:0.0664907,(cryCin:0.174312,(rheAme:0.0767035,notPer:0.187135):0.00392988):0.00540815):0.0306664):0.0031224);
51	0.0207143	((galGal:0.178248,(halLeu:0.0976993,nipNip:0.0957301):0.00978627):0.0325595,((strCam:0.063718,(((aptRow:0.03327,(aptHaa:0.00983404,aptOwe:0.0100809):0.0237688):0.0108959,(droNov:0.0510135,rhePen:0.069017):0.00240836):0.00908761,(tinGut:0.149198,(eudEle:0.151406,anoDid:0.0599739):0.0152251):0.016116):0.00752177):0.0234019,((casCas:0.0570361,rheAme:0.0765869):0.00820713,(cryCin:0.171324,notPer:0.188078):0.00714837):0.0260028):0.00903347);
51	0.0185714	((galGal:0.17676,(halLeu:0.0899495,nipNip:0.0879804):0.0160479):0.0340476,((strCam:0.063718,(((droNov:0.0428875,(aptHaa:0.00790113,aptOwe:0.00814798):0.0260633):0.00289332,(aptRow:0.0357893,rhePen:0.0630488):0.000735594):0.0150224,(anoDid:0.0645723,(tinGut:0.092176,eudEle:0.109609):0.0463959):0.0250364):0.00922799):0.0246842,(rheAme:0.0852975,(notPer:0.190241,(casCas:0.0556106,cryCin:0.16884):0.00464762):0.00548853):0.0267816):0.00775115);
58	0.0128571	((nipNip:0.130335,(halLeu:0.106691,galGal:0.177454):0.0256128):0.00774086,((eudEle:0.190723,((aptRow:0.0528235,((notPer:0.186967,(aptHaa:0.00360018,aptOwe:0.00384703):0.0466477):0.00136159,(rheAme:0.077612,strCam:0.0539351):0.000284275):0.00154684):0.00266892,(rhePen:0.0796312,(anoDid:0.0508591,(cryCin:0.0626206,tinGut:0.0543836):0.070475):0.0395741):0.00312071):0.00573685):0.0179009,(casCas:0.0126941,droNov:0.0148812):0.0735049):0.0140804);
58	0.0114286	((nipNip:0.131651,(halLeu:0.0986017,galGal:0.169364):0.0350181):0.00642517,(rhePen:0.0918996,(((((aptHaa:0.00360018,aptOwe:0.00384703):0.0414268,(casCas:0.0280945,droNov:0.0302816):0.0236684):0.0113309,(eudEle:0.0904758,(cryCin:0.0626206,tinGut:0.0543836):0.0186593):0.0950431):0.00338386,(aptRow:0.0520113,strCam:0.054954):0.00739754):0.000294869,(anoDid:0.0897951,(rheAme:0.0770585,notPer:0.187491):0.0012947):0.00797016):0.00493638):0.0285705);
58	0.0107143	((nipNip:0.129608,(halLeu:0.0982046,galGal:0.168967):0.0333724):0.00846804,((aptRow:0.0520404,(aptHaa:0.00360018,aptOwe:0.00384703):0.048773):0.0202336,(rhePen:0.0982787,((anoDid:0.0963979,((casCas:0.0583333,strCam:0.0542071):0.00358859,(eudEle:0.183302,(rheAme:0.0657206,(cryCin:0.0626206,tinGut:0.0543836):0.0967783):0.0147071):0.00104503):0.00348338):0.00258451,(droNov:0.0672771,notPer:0.195073):0.00289979):0.0100982):0.00125476):0.0209367);
58	0.0107143	((nipNip:0.12675,(halLeu:0.111192,galGal:0.181955):0.0175273):0.011326,(((aptHaa:0.00966438,aptOwe:0.00991123):0.0629338,((aptRow:0.0585861,(droNov:0.0552292,(eudEle:0.138568,(cryCin:0.0626206,tinGut:0.0543836):0.0667519):0.0368987):0.0126128):0.00337756,(strCam:0.0566163,(casCas:0.0557684,anoDid:0.086761):0.00497415):0.00828995):0.0103017):0.0134605,(notPer:0.186366,(rheAme:0.0417869,rhePen:0.0424267):0.0341467):0.0364118):0.00748483);
58	0.01	((nipNip:0.120343,(halLeu:0.11904,galGal:0.189803):0.0032725):0.0177328,(droNov:0.09837,((((aptHaa:0.00360018,aptOwe:0.00384703):0.0505407,((casCas:0.0558887,rhePen:0.0760793):0.00345631,(rheAme:0.0750883,(eudEle:0.157068,anoDid:0.0656356):0.0208945):0.0038074):0.00153192):0.00269748,(strCam:0.053173,(aptRow:0.036747,notPer:0.173799):0.0134834):0.00627514):0.0198645,(cryCin:0.0626206,tinGut:0.0543836):0.134047):0.012744):0.00409659);
