No.	n_rate	c_rate	g_rate	l_rate	l2_rate	halLeu_0	halLeu_1	halLeu_2	halLeu_3	nipNip_0	nipNip_1	nipNip_2	nipNip_3	galGal_0	galGal_1	galGal_2	galGal_3	aptHaa_0	aptHaa_1	aptHaa_2	aptHaa_3	aptOwe_0	aptOwe_1	aptOwe_2	aptOwe_3	aptRow_0	aptRow_1	aptRow_2	aptRow_3	casCas_0	casCas_1	casCas_2	casCas_3	droNov_0	droNov_1	droNov_2	droNov_3	rheAme_0	rheAme_1	rheAme_2	rheAme_3	rhePen_0	rhePen_1	rhePen_2	rhePen_3	cryCin_0	cryCin_1	cryCin_2	cryCin_3	tinGut_0	tinGut_1	tinGut_2	tinGut_3	eudEle_0	eudEle_1	eudEle_2	eudEle_3	notPer_0	notPer_1	notPer_2	notPer_3	anoDid_0	anoDid_1	anoDid_2	anoDid_3	strCam_0	strCam_1	strCam_2	strCam_3	taeGut.aptFor_0	taeGut.aptFor_1	taeGut.aptFor_2	taeGut.aptFor_3	taeGut.galGal_0	taeGut.galGal_1	taeGut.galGal_2	taeGut.galGal_3	aptHaa.aptOwe_0	aptHaa.aptOwe_1	aptHaa.aptOwe_2	aptHaa.aptOwe_3	aptHaa.aptRow_0	aptHaa.aptRow_1	aptHaa.aptRow_2	aptHaa.aptRow_3	casCas.droNov_0	casCas.droNov_1	casCas.droNov_2	casCas.droNov_3	aptHaa.casCas_0	aptHaa.casCas_1	aptHaa.casCas_2	aptHaa.casCas_3	rheAme.rhePen_0	rheAme.rhePen_1	rheAme.rhePen_2	rheAme.rhePen_3	aptHaa.rheAme_0	aptHaa.rheAme_1	aptHaa.rheAme_2	aptHaa.rheAme_3	cryCin.tinGut_0	cryCin.tinGut_1	cryCin.tinGut_2	cryCin.tinGut_3	eudEle.notPer_0	eudEle.notPer_1	eudEle.notPer_2	eudEle.notPer_3	cryCin.eudEle_0	cryCin.eudEle_1	cryCin.eudEle_2	cryCin.eudEle_3	cryCin.anoDid_0	cryCin.anoDid_1	cryCin.anoDid_2	cryCin.anoDid_3	aptHaa.cryCin_0	aptHaa.cryCin_1	aptHaa.cryCin_2	aptHaa.cryCin_3	aptHaa.strCam_0	aptHaa.strCam_1	aptHaa.strCam_2	aptHaa.strCam_3	taeGut.aptHaa_0	taeGut.aptHaa_1	taeGut.aptHaa_2	taeGut.aptHaa_3
8	6.34926	0.22651	0.188117	0.656664	0	0	0.960667	0.0393333	0	0	0.161333	0.838667	0	0	0.984667	0.0153333	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0.232667	0	0.767333	0	0.232667	0.00133333	0.766	0	0.464	0.378	0.158	0	0.464667	0	0.535333	0	0.885333	0.0593333	0.0553333	0	0.890667	0.0453333	0.064	0	0.647333	0.352667	0	0	0.897333	0.000666667	0.102	0	0.966667	0.0333333	0	0	0.986667	0.0133333	0	0	0	0.0153333	0.984667	0	0	0.983333	0.0166667	0	0	0	1	0	0	0.984	0.016	0	0.232667	0.551333	0.216	0	0.525333	0.462667	0.012	0	0.464667	0.532667	0.00266667	0	0.891333	0.092	0.0166667	0	0.891333	0.108667	0	0	0.892667	0.107333	0	0	0.894	0.106	0	0	0.898	0.102	0	0	0.991333	0.00866667	0
14	6.53806	0.149219	0.207931	0.685176	0	0	0.428667	0.571333	0	0	0.899333	0.100667	0	0	0.963333	0.0366667	0	0	0	0	1	0	0	0.002	0.998	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0.0133333	0.986667	0	0	0.00666667	0.993333	0	0.602667	0.397333	0	0	0.882	0.118	0	0	0.897333	0.102667	0	0	0.923333	0.0766667	0	0	0.738667	0.261333	0	0	0.140667	0.859333	0	0	0.997333	0.00266667	0	0	0.999333	0.000666667	0	0	0	0.0493333	0.950667	0	0	0.302	0.698	0	0	0	1	0	0	0.384	0.616	0	0	1	0	0	0.25	0.75	0	0	0.912	0.088	0	0	0.933333	0.0666667	0	0	0.933333	0.0666667	0	0	0.952667	0.0473333	0	0	0.958667	0.0413333	0	0	0.996	0.004	0	0	1	0	0
0	7.39409	0.314181	0.448534	0.203543	0	0	0.242	0.758	0	0	0.68	0.32	0	0	0.0933333	0.906667	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0.0113333	0.97	0.0186667	0	0.012	0.971333	0.0166667	0	0.0646667	0.935333	0	0	0.0266667	0.973333	0	0	0.06	0.94	0	0	0.022	0.978	0	0	0.036	0.964	0	0	0.00666667	0.993333	0	0	0.680667	0.319333	0	0	0.684667	0.315333	0	0	0	0	1	0	0	1	0	0	0	0.850667	0.149333	0	0.0366667	0.963333	0	0	0.0173333	0.982667	0	0	0.058	0.942	0	0	0.066	0.934	0	0	0.0633333	0.936667	0	0	0.0673333	0.932667	0	0	0.0713333	0.928667	0	0	0.0866667	0.913333	0	0	0.112667	0.887333	0	0	0.776667	0.223333	0
18	3.86485	0.229931	0.543569	0.231799	0	0	0.13	0.87	0	0	0.308	0.692	0	0	0	1	0	0	0	0.002	0.998	0	0	0	1	0	0.00533333	0.000666667	0.994	0	0	0.00666667	0.993333	0	0	0	1	0	0.0586667	0.884667	0.0566667	0	0.0573333	0.908667	0.034	0	0.00533333	0.994667	0	0	0.00933333	0.99	0.000666667	0	0.05	0.948	0.002	0	0.00266667	0.997333	0	0	0.056	0.944	0	0	0.116667	0.883333	0	0	0.324	0.676	0	0	0.981333	0.0186667	0	0	0	0.008	0.992	0	0.006	0.00466667	0.989333	0	0	0.888667	0.111333	0	0.00733333	0.893333	0.0993333	0	0.118	0.882	0	0	0.258667	0.741333	0	0	0.0213333	0.978667	0	0	0.0526667	0.947333	0	0	0.0626667	0.937333	0	0	0.44	0.56	0	0	0.698667	0.301333	0	0	0.994	0.006	0	0	1	0	0
9	5.02664	0.20625	0.60337	0.197929	0	0	0.0346667	0.965333	0	0	0.0246667	0.975333	0	0	0	1	0	0	0	0	1	0	0	0.00333333	0.996667	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0.966	0.034	0	0	0.975333	0.0246667	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0.002	0.998	0	0	0.0353333	0.964667	0	0	0.0433333	0.956667	0	0	0	0.0466667	0.953333	0	0	0.998667	0.00133333	0	0	0.991333	0.00866667	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0.000666667	0.999333	0	0	0.01	0.99	0	0	0.31	0.69	0
15	7.02539	0.357209	0.572762	0.381334	0	0	0.004	0.996	0	0	0.00133333	0.998667	0	0	0.0226667	0.977333	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0.00666667	0.0813333	0.912	0	0.00733333	0.008	0.984667	0	0.0326667	0.928	0.0393333	0	0.0566667	0.142	0.801333	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	1	0	0.196	0.804	0	0	0.0693333	0.930667	0	0	0.09	0.91	0	0	0	0.551333	0.448667	0	0	1	0	0	0.00733333	0.992667	0	0	0.0653333	0.934667	0	0	0.0653333	0.934667	0	0	0.117333	0.882667	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0.158667	0.841333	0	0	0.250667	0.749333	0	0	0.528667	0.471333	0
19	4.25908	0.175769	0.226225	0.706979	0	0	0.000666667	0.999333	0	0	0.000666667	0.999333	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0.000666667	0	0.999333	0	0	0	1	0	0	0	1	0	0.637333	0.336667	0.026	0	0.844667	0.0973333	0.058	0	0.945333	0.00133333	0.0533333	0	0.566667	0.433333	0	0	0.988	0.012	0	0	0.986667	0.0133333	0	0	0.732667	0.267333	0	0	0.562667	0.437333	0	0	0.00266667	0.997333	0	0	0.123333	0.876667	0	0	0	0.000666667	0.999333	0	0.000666667	0	0.999333	0	0	0.582667	0.417333	0	0.000666667	0.935333	0.064	0	0.926	0.0686667	0.00533333	0	0.930667	0.0693333	0	0	0.946667	0.0533333	0	0	0.999333	0.000666667	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0
1	3.68271	0.218138	0.654651	0.229556	0	0	0.0173333	0.982667	0	0	0.00733333	0.992667	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0.006	0.0113333	0.982667	0	0.00533333	0.18	0.814667	0	0.0153333	0.488667	0.496	0	0.014	0.928667	0.0573333	0	0	0.998	0.002	0	0	1	0	0	0	0.999333	0.000666667	0	0	0.999333	0.000666667	0	0	1	0	0	0.00866667	0.991333	0	0	0.0206667	0.979333	0	0	0.236	0.764	0	0	0	0	1	0	0	0.98	0.02	0	0.006	0.936	0.058	0	0.02	0.969333	0.0106667	0	0.0233333	0.976667	0	0	0.0586667	0.941333	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0.00933333	0.990667	0	0	0.108667	0.891333	0	0	0.457333	0.542667	0	0	0.739333	0.260667	0
16	4.34809	0.203569	0.6278	0.273414	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0.000666667	0.999333	0	0	0	1	0	0	0.00733333	0.992667	0	0	0	1	0	0	0	1	0	0	0.0173333	0.982667	0	0	0.0453333	0.954667	0	0.00533333	0.99	0.00466667	0	0.00266667	0.997333	0	0	0	1	0	0	0.002	0.998	0	0	0.00333333	0.996667	0	0	0.0373333	0.962667	0	0	0	1	0	0	0.00533333	0.994667	0	0	0	0.197333	0.802667	0	0	0.987333	0.0126667	0	0	0.851333	0.148667	0	0.008	0.984	0.008	0	0	1	0	0	0.0173333	0.982667	0	0	0.00533333	0.994667	0	0	0.004	0.996	0	0	0.00533333	0.994667	0	0	0.00866667	0.991333	0	0	0.0306667	0.969333	0	0	0.064	0.936	0	0	0.373333	0.626667	0
10	3.52702	0.319489	0.477451	0.212365	0	0	0.119333	0.880667	0	0	0.00466667	0.995333	0	0	0.0386667	0.961333	0	0	0	0	1	0	0	0.114	0.886	0	0.0146667	0.582667	0.402667	0	0	0.0186667	0.981333	0	0	0	1	0	0.04	0.879333	0.0806667	0	0.0346667	0.897333	0.068	0	0.200667	0.754	0.0453333	0	0.024	0.976	0	0	0.224667	0.710667	0.0646667	0	0.235333	0.728	0.0366667	0	0.048	0.952	0	0	0.183333	0.814	0.00266667	0	0.13	0.87	0	0	0.14	0.86	0	0	0	0.37	0.63	0	0.022	0.972	0.006	0	0	0.979333	0.0206667	0	0.0953333	0.902	0.00266667	0	0.0586667	0.941333	0	0	0.164	0.836	0	0	0.216	0.784	0	0	0.238667	0.742667	0.0186667	0	0.238667	0.761333	0	0	0.239333	0.760667	0	0	0.244	0.756	0	0	0.252667	0.747333	0	0	0.482	0.518	0
