No.	ID	loglik_Null_W	loglik_Acc_W	loglik_Full_W	logBF1	logBF2	loglik_Max_M0	loglik_Max_M1	loglik_Max_M2
0	0	-734.02475	-657.49909	-662.50316	76.525652	5.0040644	-717.09274	-642.98774	-642.98286
1	1	-489.83509	-465.52051	-471.18219	24.314587	5.6616882	-477.19634	-455.79141	-454.70588
2	2	-612.67345	-555.59478	-562.75944	57.078665	7.1646558	-599.90507	-546.63855	-546.64261
3	3	-542.37776	-508.93041	-514.92647	33.447345	5.9960634	-530.10256	-498.96136	-498.52131
4	4	-467.98993	-425.54831	-432.03393	42.441617	6.4856132	-454.33573	-417.2585	-416.21612
5	5	-624.20483	-595.96806	-586.85685	28.236773	-9.1112108	-610.75478	-583.77714	-570.73683
6	6	-495.73908	-461.51495	-465.74148	34.224129	4.2265231	-482.14193	-452.21627	-448.39319
7	7	-849.00538	-783.99476	-759.32434	65.010619	-24.670416	-836.19999	-771.72116	-743.37015
8	8	-1035.2776	-958.06661	-957.18328	77.210974	-0.88333703	-1023.7935	-945.16592	-935.72833
9	9	-549.0158	-500.97613	-507.7897	48.039675	6.8135682	-535.85633	-492.25028	-492.22415
10	10	-536.79497	-513.34658	-520.63091	23.448394	7.284334	-521.96646	-503.73695	-501.29118
11	11	-519.59754	-481.00584	-487.34674	38.591703	6.3408987	-505.69803	-470.39086	-470.36709
12	12	-733.53284	-679.17123	-676.69542	54.36161	-2.4758095	-719.86331	-667.02772	-659.46187
13	13	-535.86809	-512.00332	-508.35156	23.864765	-3.6517604	-522.70171	-504.2258	-492.80121
14	14	-842.11091	-763.90354	-759.84157	78.207373	-4.0619642	-829.06989	-750.08205	-743.13215
15	15	-1021.364	-994.86075	-902.45989	26.503259	-92.400857	-1010.4463	-979.08661	-879.69828
16	16	-538.87575	-509.95262	-509.49665	28.923125	-0.45597654	-527.2199	-501.44455	-491.26703
17	17	-511.41693	-477.56457	-483.98033	33.852366	6.415767	-497.80417	-473.28345	-471.35768
18	18	-610.61082	-579.23903	-584.12255	31.371782	4.8835193	-595.51773	-566.30441	-566.29353
19	19	-648.98778	-619.21003	-620.0784	29.777747	0.86836415	-638.67681	-606.4394	-606.22226
20	20	-614.97479	-519.58503	-526.32795	95.389763	6.7429248	-601.39455	-512.4326	-512.43334
