chr	No.	triMan1_3	lepWed1_3	odoRosDiv1_3	orcOrc1_3	turTru2_3	odoRosDiv1.lepWed1_3	turTru2.orcOrc1_3
6	20	0.0566667	0.675833	0.124	0.9915	0.999167	0.0441667	0.984
6	22	0.285	0.792	0.389833	0.485667	0.758167	0.298167	0.309167
6	23	5e-04	0.0205	0.0495	1	1	0.000166667	1
6	24	0	0.262833	0	0	1	0	0
6	25	0.0336667	0.385833	0.2945	0.737833	0.724833	0.1135	0.655833
6	26	0.784333	0.997	0.929333	0.962833	0.9635	0.876	0.948
6	27	0.9995	0.0228333	0.0193333	0.403	0.746333	0.000666667	0.0531667
6	29	0.0126667	0.939667	0.9205	0.979667	0.963667	0.669833	0.956
6	30	0.442	0.527167	0.772833	0.996833	0.999	0.2625	0.9955
6	31	0.00916667	0.008	0.0183333	0.1845	0.9995	0.000833333	0.141833
6	35	0.00316667	0.340667	0.0621667	0.996	0.995667	0.0085	0.9955
6	36	0	0.00266667	0	0.00683333	1	0	0
6	39	0.000333333	1	1	0.183167	0.168	1	0.000333333
6	41	0.618	0.238	0.119833	0.953	0.951167	0.0211667	0.945333
6	43	0.997833	0.975333	0.972167	0.980833	0.793833	0.969	0.052
6	46	0.132833	0.2195	0.199	0.589833	0.5865	0.0946667	0.5445
6	48	0.994833	0.982333	0.199833	1	1	0.128167	1
6	49	0.001	0.00433333	0.000666667	0.529333	0.105	0	0.000333333
6	50	0.426667	0.999833	0.0285	0.486833	0.929167	0.0055	0.446167
6	51	0.00516667	0.459667	0.0815	1	1	0.0555	1
6	52	0.0155	0.1605	0.9945	0.860667	0.192333	0.110667	0.031
6	53	0.000166667	0.997	0.990167	0.234	0.485167	0.9895	0.0396667
6	54	0.0765	0.745	0.425667	0.808333	0.427	0.3065	0.232667
6	55	0	0	0	0.0155	1	0	0
6	58	0.4995	0.496833	0.399333	0.5685	0.957167	0.253833	0.495667
6	59	0.3365	0.023	0.016	1	1	0.000666667	1
6	60	0.530833	0.990167	0.9795	0.691667	0.700333	0.906167	0.564
6	62	0.465	0.106167	0.0971667	0.9975	0.998	0.0108333	0.996667
7	5	0	0.0196667	0.0135	1	1	0.000666667	0.999833
7	6	0.051	0.9785	0.9425	0.5185	0.508333	0.937833	0.339833
7	7	0.154	0.000333333	0.205833	0.0205	0.0133333	0	0
7	9	0	0	0	0.000166667	1	0	0
7	12	0	0	1	0.000666667	0.001	0	0
7	14	0	0	1	0	0	0	0
7	15	0	0.250833	1	0.0693333	0.281667	0.242	0
7	16	1	0.400333	0.06	0.563667	0.558	0.0163333	0.481667
7	17	0.000666667	0.117333	0.0973333	0.961	0.9915	0.0153333	0.727333
7	18	0.008	0.811667	0.9785	0.998167	0.997333	0.344833	0.996833
7	20	0	0.00833333	0.0015	0.223333	0.9975	0.000166667	0.0015
7	21	0	0	0	1	0.0055	0	0
7	23	0	0	0	1	0.000833333	0	0
7	25	0	0.00166667	0.00166667	1	1	0	1
7	26	0	0	0	1	0	0	0
7	28	0.8355	0.6735	0.9955	1	1	0.499833	1
7	29	0.755833	0.185833	0.383333	1	1	0.038	1
7	31	0	0	0	0.0103333	1	0	0
7	32	0.207833	0.562833	0.901833	0.3865	0.375167	0.448667	0.149167
7	33	0.0538333	0.869333	0.755333	0.993833	0.985833	0.422667	0.964833
7	34	0.00566667	0.882333	0.837833	0.974167	0.972333	0.563833	0.9705
7	35	0.0226667	0.066	0.062	0.708167	0.993667	0.00633333	0.5775
7	36	0	0.0158333	0.0426667	0.4135	0.999833	0	0.404667
7	37	0.999833	0.233667	0.109	0.612	0.600333	0.0235	0.062
7	38	0.999833	0.4465	0.6175	0.993833	0.994	0.13	0.988167
7	39	0	0	0	0	1	0	0
7	40	0	0.000833333	0	1	1	0	1
7	41	0.0065	1	0.161167	0.196333	0.911833	0.124333	0.033
7	43	0.343667	0.702	0.362	0.915833	0.951333	0.282833	0.809833
7	44	0.0805	0.467167	0.360833	0.364333	0.974	0.328667	0.169833
7	45	0.757	0.059	0.0508333	0.283667	0.943667	0.00183333	0.0875
7	47	0.990333	0.853333	0.435333	0.989	0.982833	0.2355	0.973
7	48	0.997333	0.0733333	0.0638333	0.2455	0.483333	0.0095	0.0276667
7	50	0	5e-04	0	0.00583333	0.999667	0	0
7	51	0	0	0	0.00733333	1	0	0
7	52	0.822667	0.291167	0.097	1	1	0.017	1
7	53	0.0158333	0.00983333	0.00466667	1	0.960667	0	0.298
7	54	0.968167	0.309333	0.129167	0.897	0.988	0.0278333	0.868667
7	55	0.000166667	1	0.0418333	0.224167	0.5635	0.039	0.179833
7	56	0.00366667	0.0225	0.0751667	0.102	0.9985	0.00583333	0.018
7	57	0.685167	0.994	0.600167	0.964667	0.983833	0.461333	0.954167
7	58	0.857333	0.655	0.468167	0.938	0.960333	0.235	0.913167
7	59	0.0196667	0.998167	0.723167	0.998167	0.9985	0.662	0.998
8	0	1	0.679667	0.1785	0.361	0.343833	0.143833	0.0435
8	1	0.000833333	0.0111667	0.0351667	1	1	0	1
8	2	0.999167	0.419333	0.648333	0.358333	0.3535	0.156	0.0511667
8	4	0.573	0.457167	0.174167	1	1	0.0553333	1
8	6	0.0186667	0.0988333	0.025	0.157167	0.993333	0.00683333	0.0493333
8	9	0	0	0	0.00283333	1	0	0
8	10	0.0231667	0.645833	0.0491667	0.984333	1	0.0108333	0.794167
8	11	0.0406667	0.128	0.510333	0.9995	0.8925	0.0498333	0.88
8	12	0	0	0.00333333	1	1	0	1
8	13	0	0	0	0.029	1	0	0
8	16	0.0025	0.911	0.992833	0.997833	0.999667	0.691333	0.990833
8	19	0	0.000166667	0	1	1	0	1
8	21	0.0563333	0.989833	0.998	0.872333	0.858	0.9485	0.809
8	22	0.983833	0.234	0.199667	0.764833	0.975167	0.0568333	0.335667
8	23	0.06	0.0451667	0.0366667	1	1	0.0065	1
8	24	0	0	0	1	1	0	1
8	27	0.9565	0.255667	0.411	0.864333	0.9875	0.086	0.806833
8	28	0.951167	0.604167	0.704667	0.998667	0.9995	0.269167	0.993833
8	29	0.1195	0.0928333	0.106	0.645833	1	0.012	0.618333
8	31	0.991167	0.0316667	0.194333	0.287833	0.172333	0.00283333	0.0025
8	32	0.906	0.324167	0.305667	0.966833	0.966833	0.172833	0.937833
8	33	0	0	1	0.000166667	0	0	0
8	34	0	0	1	0.000333333	0.000666667	0	0
8	35	1	0.213667	0.455167	0.997167	0.994	0.0638333	0.990833
8	36	0.0446667	0.293667	0.853333	0.992	0.994333	0.167667	0.990167
8	42	1	0.0101667	0.00633333	0.117833	0.1045	0	0.000166667
8	43	0.009	0.999833	0.736	0.952333	0.5445	0.594333	0.384667
9	1	0	0	1	0.0123333	0.0095	0	0
9	2	0	0	1	0	0	0	0
9	4	0.2535	0.996333	0.9835	0.4575	0.660667	0.966	0.184333
9	5	0.104167	0.584833	0.174167	0.272167	0.3815	0.113667	0.123667
9	6	0.00166667	0.0476667	0.0351667	1	1	0.00216667	1
9	7	0	0	0	0.0761667	1	0	0
9	8	0.431167	0.205	0.347667	0.8895	0.999667	0.1075	0.871167
9	12	0	0.9285	0.0283333	0.934167	0.9445	0.00133333	0.932333
9	14	0	0.952833	0.0466667	0.3825	0.8445	0.0065	0.00116667
9	15	0.037	0.103667	0.095	0.991667	0.988	0.0131667	0.984833
9	16	0.370167	0.913667	0.952333	0.896333	0.895333	0.815667	0.851
9	17	0.0156667	0.807667	0.3455	0.993333	0.996	0.140667	0.990667
9	18	0.326333	0.119833	1	0.382333	0.149167	0.0963333	0.0065
9	19	0	0	1	0.1185	0.0681667	0	0
9	20	0	0	1	0.0261667	0.0225	0	0
9	21	0.00116667	0.000166667	1	0.0275	0.0223333	0	0
9	22	0	0	1	0.00216667	0.00833333	0	0
9	23	0	0	1	0.066	0.00216667	0	0
9	24	0	0	1	0.584	0.009	0	0
9	25	0.863667	0.3025	0.409167	0.979667	0.952333	0.116	0.9135
9	28	0.997667	0.084	0.072	0.244	0.232	0.00783333	0.045
9	29	0.984	0.9205	0.886167	0.756833	0.780667	0.716167	0.430333
9	30	0.1995	0.993167	0.9865	0.982667	0.981833	0.773833	0.976167
9	31	0.0161667	0.0375	0.255167	0.1735	0.9625	0.009	0.0248333
9	32	0.888	0.555167	0.261333	0.439667	0.839	0.1395	0.160333
9	33	0.00783333	0.131333	0.182833	0.965	0.9995	0.0183333	0.8525
9	34	0.895833	0.198667	0.0628333	0.997333	1	0.00366667	0.971
9	35	0.019	0.7895	0.843	0.999667	1	0.684167	0.717833
9	36	0	0	0	0.999	1	0	0
9	38	5e-04	0.280333	0.009	1	1	0	1
9	39	0.9995	0.082	0.0758333	0.594333	0.291667	0.00666667	0.0726667
9	41	0.0418333	0.0245	0.0175	1	1	5e-04	1
9	42	0.3655	0.7775	0.353833	0.998833	0.9985	0.2205	0.997667
9	43	0.0383333	0.235	0.145	0.928	0.999833	0.0286667	0.913667
9	44	0	0	0	1	0.0191667	0	0
9	47	0	1	0	0	0.000166667	0	0
9	50	0.000333333	0.003	0.00166667	1	1	0	1
9	51	0	0.000333333	0	1	0.00583333	0	0
9	53	0.0665	0.996333	0.753	0.643	0.316167	0.744333	0.0423333
9	55	0.0295	0.486333	0.987667	0.333167	0.312167	0.419667	0.149
9	56	0	0	0	0.00833333	1	0	0
9	57	0.0735	0.725833	0.4305	0.921167	0.9815	0.357833	0.809667
9	58	0.00116667	0.001	0.003	0.0431667	0.9965	0	0.000833333
9	60	0.009	0.1085	0.9985	0.492167	0.148167	0.0985	0.011
9	61	0.234167	0.905167	0.923	0.869833	0.946667	0.735333	0.769
9	62	0.994667	0.6705	0.750333	0.957667	0.957333	0.293833	0.944667
9	64	0.00566667	1	0.2685	0.652667	0.763167	0.256667	0.107333
9	66	0.796333	0.886167	0.754667	0.667833	0.807333	0.616333	0.416833
9	67	0.0758333	0.692333	0.693667	0.8565	0.988	0.483167	0.253833
9	68	0	0	0	1	0.00366667	0	0
9	71	0	0	0	1	0.0123333	0	0
9	73	0	0	0	0.4115	1	0	0.000666667
10	1	0.00483333	0.0188333	0.0796667	1	1	0.000333333	1
10	2	0.770167	0.171	0.3635	1	0.998333	0.0396667	0.997833
10	3	0.514667	0.332	0.2445	0.998833	0.960667	0.0683333	0.9565
10	5	0.906167	0.274833	0.235667	0.938167	0.942833	0.119	0.808833
10	6	1	0.893833	0.00566667	0.156667	0.151167	0.000166667	0.000166667
10	7	0.94	0.501667	0.480167	0.67	0.6595	0.364333	0.5285
10	8	5e-04	0.13	0.018	0.372167	0.999833	0.00333333	0.331167
10	9	0.288	0.223667	0.498333	0.996	0.997167	0.0833333	0.9935
10	10	0.373833	0.1165	0.1085	0.999167	0.957667	0.0371667	0.952833
10	11	0.049	0.131667	0.904167	0.297333	0.924167	0.073	0.0766667
10	12	0.0883333	0.471	0.0965	0.995167	0.791167	0.0288333	0.775333
10	13	0	0	0	0.00483333	1	0	0
10	14	0.564	0.127	0.115167	0.988833	0.9945	0.0233333	0.984
10	15	0.7675	0.753167	0.346833	0.999333	0.9995	0.247833	0.999167
10	16	0.995	0.365167	0.802167	0.958167	0.9965	0.240667	0.8635
10	17	0.999667	0.1235	0.478	0.997	0.999833	0.0141667	0.991667
10	18	0.00183333	0.0568333	0.2485	1	1	0.0075	1
10	19	0.0206667	0.897833	0.976667	0.994167	0.999	0.645667	0.991167
10	20	0.000333333	1	0.0341667	0.0485	0.0365	0.0336667	0
10	21	0.923833	0.490333	0.567333	0.983167	0.9535	0.220667	0.938667
10	24	0.221167	0.174667	0.256667	1	1	0.0813333	1
10	27	0.993	0.0441667	0.0328333	1	1	0.000833333	1
10	28	0.743333	0.959333	0.957333	0.811333	0.887167	0.8585	0.675333
10	30	0	0	1	0.646667	0.336167	0	0
10	31	0	0.000166667	1	0.038	0.149667	0	0
10	32	0.0095	0.720167	1	0.176667	0.351833	0.704	0.001
10	33	0.307167	0.997333	0.988167	0.645333	0.638	0.894167	0.187
10	34	0	0	0	0	1	0	0
10	35	0	0	0	0.000166667	1	0	0
10	37	0	0.001	0.003	1	1	0	1
10	38	0.694333	0.105667	0.401167	0.9855	0.9985	0.0111667	0.953
10	39	0.999833	0.294667	0.252667	0.999167	0.999667	0.00316667	0.998833
10	40	0.0968333	0.711667	0.157167	0.981	0.986667	0.0633333	0.977667
10	41	0.9795	0.402667	0.681833	0.999833	0.999833	0.207667	0.999667
10	43	0.696167	0.0113333	0.00683333	0.69	0.1295	0	0.0065
10	45	0.179667	0.0618333	0.0538333	0.783833	1	0.00666667	0.735
10	46	0.0241667	0.146167	0.2205	0.999833	0.951	0.0283333	0.945
10	47	0.992333	0.128167	0.453667	1	1	0.0196667	1
10	48	0	0	0	1	0	0	0
10	50	0.00133333	0.188667	0.0498333	1	0.999833	0.00716667	0.999667
10	51	0	0	1	0.0175	0.211333	0	0
10	52	0	0.005	1	0.0835	0.0745	0.00283333	0.0133333
10	53	0	0.00683333	1	0.0613333	0.460667	5e-04	0
10	54	0	0	0	0.00166667	1	0	0
10	57	0.00183333	0.02	0.0143333	1	1	5e-04	1
10	58	0.967667	0.540167	0.175	0.300167	0.2985	0.0863333	0.0343333
10	60	0	0	0	0.00866667	1	0	0
10	61	0	0	0.0015	0.0418333	0.999833	0	0.0181667
10	63	0.807	0.362333	0.0735	0.998333	0.9995	0.00566667	0.996333
10	64	0.047	0.3395	0.0411667	0.939833	0.973833	0.005	0.937833
10	65	0	0	0	1	0.728333	0	0
10	67	0.111333	0.0245	0.0418333	1	1	0.000166667	1
10	69	0	0.0035	0.00183333	0.502	1	0	0.1395
10	70	0.166167	0.041	0.0933333	0.531667	0.531667	0.0115	0.531667
11	0	0.00166667	0.0326667	0.0318333	0.700667	0.999833	0.0103333	0.256667
11	1	0	0	0	0.000833333	1	0	0
11	3	0.98	0.982	0.236333	0.359833	0.353333	0.157667	0.0356667
11	5	1	0.1105	0	0.0596667	0.0483333	0	0.0143333
11	8	0	0	1	1	0.0015	0	0
11	9	0.0121667	0.561167	0.998333	0.999833	0.905667	0.3935	0.89
11	13	0.00133333	0.197333	0.0615	0.959667	0.926833	0.0025	0.9085
11	14	1	0.0101667	0.00816667	0.346	0.116	0	0.000333333
11	16	0	0.00633333	0	0.0526667	1	0	5e-04
11	18	0.279167	0.930167	0.949833	0.0851667	0.0808333	0.906	0.000833333
11	19	0.537333	0.831667	0.305667	0.999667	0.999833	0.264833	0.999667
11	21	0.087	0.9225	0.688167	0.851167	0.809	0.466667	0.446667
11	25	0.002	0.022	0.9985	0.1245	0.584	0.0143333	0.0065
11	27	0.0015	0.0015	0.00383333	0.301	0.999833	0	0.0678333
11	28	0.0458333	0.265667	0.400667	0.876333	0.886667	0.105167	0.406333
11	30	0.684167	0.876167	0.947	0.9985	0.995333	0.574	0.994
11	32	0.990167	0.335667	0.968833	0.324667	0.301333	0.205167	0.035
11	33	0.999	0.0108333	0.024	0.100333	0.191833	0.0015	0
11	34	0.154667	0.034	0.029	1	1	5e-04	1
11	35	0.00133333	0.96	0.999833	0.985833	0.985333	0.9515	0.9825
11	37	0.5015	0.287	0.704167	0.934667	0.985333	0.135167	0.917667
11	39	0.3355	0.0535	0.0381667	0.979333	0.980333	0.000666667	0.978333
11	41	0.000333333	0.98	0.997	1	1	0.843167	1
11	42	0.0266667	0.194833	0.415667	0.8855	0.8805	0.0378333	0.832167
11	45	0.0991667	0.0321667	0.0226667	0.966667	0.999667	0.0015	0.959333
11	46	0.9365	0.119	0.100833	0.9745	0.9755	0.00466667	0.969333
11	47	0.352	0.735333	0.649167	0.947333	0.961333	0.3725	0.9195
11	48	0.0105	0.0246667	0.0095	0.334	1	0.00116667	0.179667
11	49	0.00533333	0.047	0.0408333	0.997167	0.5835	0.00433333	0.553167
11	51	1	0.035	0.0238333	0.205667	0.201167	0.00166667	0.076
11	52	0.859333	0.9415	0.7185	0.689167	0.986833	0.420667	0.484833
11	53	0.996833	0.979	0.982333	0.9995	1	0.472667	0.9985
11	54	0.0178333	0.129	0.943833	1	0.9985	0.0941667	0.998333
11	55	0.0015	0.659833	0.422	0.995167	0.996833	0.2365	0.994
11	56	0.995667	0.174333	0.1615	0.9735	0.984833	0.0286667	0.966667
12	0	0.987167	0.751667	0.727167	0.978	0.9405	0.468667	0.913667
12	1	1	0.909667	0.981167	0.9885	0.999667	0.59	0.980333
12	3	0.0453333	0.26	0.984	0.546333	0.74	0.175167	0.402167
12	4	1	0.00583333	0.0413333	0.142167	0.601667	0.000166667	0.001
12	5	0.999333	0.564167	0.785667	0.991	0.994333	0.519	0.987
12	6	0.281167	0.564667	0.194167	0.899333	0.999833	0.0948333	0.886
12	9	0.842667	0.971333	0.982333	0.728833	0.625833	0.939833	0.122
12	12	0.404667	0.204167	0.182	0.9875	0.987167	0.056	0.985333
12	13	0.000833333	0.0345	0.0115	0.1725	0.9865	0.00266667	0.0918333
12	17	0.455667	0.725333	0.7165	0.975833	0.9775	0.656833	0.974667
12	18	0	0.0015	0.105	1	1	0	1
12	19	0.00616667	0.161667	0.06	0.446833	0.999333	0.0285	0.395
12	21	0.0215	0.107167	0.0375	0.998333	1	0.0035	0.996167
12	23	5e-04	0.0548333	0.00866667	0.291667	0.939333	0.000833333	0.0133333
12	25	0	0.133667	0.00116667	0.0373333	0.0291667	0	0
12	26	0.1895	0.576	0.832667	0.9975	0.998167	0.349667	0.996
12	27	0	0.00316667	0.0198333	0.0565	1	0	0.000666667
12	29	0.0228333	0.544333	0.0276667	1	1	0.002	1
13	0	0.473167	0.512833	0.3605	0.995833	0.994	0.135	0.992
13	4	0.965833	0.993167	0.203333	0.997167	0.995833	0.127333	0.992167
13	5	0.434333	0.100167	0.185667	0.998833	0.998667	0.017	0.9985
13	6	0.999167	0.6855	0.299	0.953833	0.974333	0.235167	0.903167
13	7	0.339667	0.904167	0.99	0.9535	0.907167	0.820167	0.886
13	8	0.0598333	0.972333	0.8825	0.955833	0.956667	0.800667	0.9395
13	9	0.630167	0.521	0.372	0.587667	0.978	0.204333	0.433667
13	10	0.914	0.825833	0.652667	0.9985	0.999167	0.345667	0.997833
13	11	0.895833	0.933167	0.446	0.984667	0.993	0.280333	0.975833
13	12	0.0291667	0.977333	0.973667	0.371	0.367667	0.878833	0.112833
13	13	0.0421667	0.100667	0.0261667	1	1	0.00866667	1
13	14	0	0.008	0.0203333	1	1	0	1
13	15	0.265667	0.855833	0.9125	0.804	0.803333	0.824	0.740333
13	16	0.811	0.9145	0.935833	0.998833	1	0.883667	0.998333
13	17	0.9975	0.0778333	0.0168333	0.999	0.9995	0	0.999
13	18	0.000166667	0.0571667	0.251333	1	1	0.002	1
13	21	0.969167	0.455333	0.4455	0.825667	0.7665	0.2465	0.6955
13	22	0	0.0328333	0.0241667	0.999833	1	0	0.999833
13	23	0.5845	0.388833	0.289333	0.999833	1	0.222833	0.999833
13	26	0.124667	0.0723333	0.0143333	0.975667	0.978167	0	0.975
13	27	0	0	0	0.019	1	0	0
13	28	0	0	5e-04	0.003	1	0	0
13	29	0.0116667	0.033	0.345667	0.997667	0.954333	0	0.917
13	30	0.0261667	0.0406667	0.0173333	0.216667	0.9985	0.00383333	0.173833
13	31	0.00166667	0.322667	0.782	1	1	0.0556667	1
13	32	0.298667	0.489	0.803333	0.4885	0.488	0.3805	0.342667
13	35	0.130167	0.855833	0.956	0.977	0.989667	0.597167	0.95
13	36	0.190167	0.828833	0.832667	0.950167	0.938667	0.801667	0.912167
13	37	0.998333	0.995	0.791667	0.998	0.999	0.669833	0.994667
13	38	0.969167	0.971167	0.744667	0.987833	0.989	0.642167	0.940667
13	39	0.6465	0.8645	0.898833	0.911	0.944333	0.6125	0.756667
13	40	0.00433333	0.464833	0.0266667	1	1	0.0025	1
13	42	0.0895	0.117167	0.100333	0.992833	0.991833	0.0165	0.991667
13	43	0.00283333	0.506167	0.104167	0.953333	0.998833	0.0375	0.848333
13	44	0.999833	0.0783333	0.0398333	0.495	0.999333	0.000833333	0.1675
13	45	0	0	0	1	0.000333333	0	0
13	46	0.007	0.0501667	0.045	0.994833	0.3285	0.008	0.2495
13	47	0.058	0.347667	0.3215	0.998667	0.912833	0.0916667	0.903
13	48	0.119833	0.884	0.996167	0.2885	0.267833	0.871667	0.00933333
14	0	0.969333	0.859833	0.799167	0.964333	0.9615	0.506333	0.941
14	1	0.047	0.0568333	0.134667	0.997	1	0.0065	0.9955
14	2	0	0	0	0.00316667	1	0	0
14	3	0	0	0	1	1	0	1
14	7	0.0625	0.923833	0.134	0.227333	0.342833	0.015	0.0903333
14	8	0.000833333	0.0345	0.0268333	0.997833	1	0.000666667	0.997667
14	11	0	0	0	0.0268333	1	0	0
14	12	0.478833	0.113	0.717	0.987833	0.987333	0.0448333	0.987333
14	13	0.000333333	0.031	0	0.0116667	1	0	0
14	14	0.031	0.465167	0.184833	0.947167	0.993333	0.0796667	0.930167
14	15	0.125333	0.966833	0.972167	0.998167	0.999	0.962667	0.997333
14	19	0.000833333	0.00466667	0.0153333	0.0786667	0.895833	0	0.0045
14	22	0.0668333	0.275833	0.0975	0.961167	0.976333	0.0316667	0.9445
14	23	0.902333	0.772167	0.696833	0.426333	0.415	0.633333	0.0423333
14	25	0	0.001	0.000166667	0.0473333	0.999333	0	0.000166667
14	26	0.163833	0.958167	0.951833	0.559	0.812167	0.751167	0.300333
14	27	0.976	0.141	0.1285	0.620167	0.635333	0.0205	0.143333
14	28	0.215333	0.136833	0.182667	0.952167	0.999667	0.033	0.933167
14	32	0.0953333	0.552833	0.2375	0.992667	0.9545	0.119	0.933333
14	33	0.3155	0.094	0.251667	1	1	0.0186667	1
14	34	0.009	0.627	0.953667	1	1	0.567833	1
14	36	0.00483333	0.0355	0.031	1	1	0.001	1
14	37	0.0501667	0.704833	0.684833	0.965833	0.974333	0.264833	0.962333
14	39	0.524	0.990167	0.994	0.992833	0.996167	0.9275	0.9835
14	40	0.538	0.778	0.423167	0.817667	0.999833	0.346667	0.793833
14	41	0	0	0	1	5e-04	0	0
14	43	0.986333	0.566333	0.6985	0.881667	0.880167	0.442	0.818833
14	46	0	0.000666667	0.003	1	1	0	1
14	47	0.217333	0.0558333	0.0566667	0.388833	1	0.0241667	0.361667
15	0	0.999333	0.353333	0.3245	0.796	0.321167	0.128	0.0331667
15	1	0.974333	0.333333	0.1915	0.994833	0.991	0.0276667	0.982667
15	2	1	0.0445	0.0065	0.1615	0.499667	0	0.000333333
15	3	0.993667	0.001	0.0446667	0.0873333	0.0763333	0	0.00766667
15	4	0.9995	0.072	0.2465	0.7885	0.285	0.01	0.0608333
15	5	0.110167	0.145833	0.4745	0.999167	1	0.0703333	0.9985
15	6	0.999	0.273	0.0718333	0.225833	0.2105	0.0156667	0.0075
15	7	1	0.0148333	0.013	0.138667	0.341833	0	0.001
15	8	1	0.656167	0.0301667	0.707667	0.551833	0.00866667	0.248667
15	9	0.191333	0.00483333	0.032	0.195	1	0	0.1905
15	10	0.999833	0.895167	0.699833	0.5705	0.8665	0.3365	0.006
15	16	1	0.001	0.00266667	0.0378333	0.03	0	0
15	17	0.920333	0.247667	0.847667	0.422667	0.642167	0.126667	0.117
15	18	0.9985	0.125667	0.1185	0.387833	0.383833	0.019	0.2305
15	19	0	0	0	0.019	1	0	0
15	20	0.998167	0.202167	0.0815	0.350167	0.221333	0.0225	0.0291667
15	21	0	0	1	0.311333	0.0161667	0	0
15	22	0	0	1	0.00466667	0.00266667	0	0
15	23	0	0	1	0.0361667	0.0263333	0	0
15	24	0.9515	0.673167	0.750333	0.999333	0.9965	0.595667	0.991167
15	25	0.9995	0.351833	0.275667	0.622833	0.413333	0.104167	0.208167
15	27	0.0341667	0.213667	0.6135	0.999667	1	0.0683333	0.999
15	28	0.00216667	0.00183333	0.00183333	0.057	0.999333	0	0.0153333
15	30	0.194333	0.279667	0.2505	0.964833	0.971333	0.0741667	0.959167
15	31	0.153167	0.6	0.738667	0.9925	0.9885	0.3745	0.985833
15	32	0.553833	0.847333	0.254833	0.999	0.999	0.112	0.998833
15	33	0.978167	0.209167	0.195333	0.322167	0.5425	0.0451667	0.111333
15	34	0.997167	0.0223333	0.0193333	0.161833	0.358	0.000166667	0.005
15	38	0.319833	0.420167	0.4135	0.963	0.834833	0.184	0.626167
15	40	1	0.0826667	0.998	0.964167	0.656167	0.0365	0.5525
15	42	0.000166667	0.00133333	0.00283333	1	0.109	0	0.0566667
15	43	0	0	0	1	0.0125	0	0
16	0	0	0	0	0.511333	1	0	0
16	1	0.00433333	0.0546667	0.0438333	0.993333	0.997833	5e-04	0.992
16	2	0.787167	0.995167	0.8875	1	0.999833	0.688	0.999833
16	3	0.130333	0.0408333	0.7395	0.993	0.988833	0.0055	0.978167
16	4	0	0	0	0.0378333	1	0	5e-04
16	6	0.999667	0.0746667	0.287833	0.221333	0.189	0.0316667	0.00466667
16	8	0.0615	0.0473333	0.0415	0.787833	0.999833	0.00566667	0.746167
16	9	0	0	0	0	1	0	0
16	12	0.999167	0.331833	0.231833	0.2495	0.234833	0.192833	0.00383333
16	13	0.8965	0.0118333	0.00733333	0.126	0.117667	0	0.000166667
16	16	0.297667	0.00966667	0.00333333	0.959167	0.415667	0	0.0936667
16	18	1	0.00566667	0.00116667	0.0881667	0.0711667	0	0
16	20	0.9675	0.634667	0.117833	0.536	0.525833	0.0355	0.396333
16	21	0	0.0161667	0	0.006	1	0	0
16	22	0.0273333	0.980167	0.995167	0.853667	0.849167	0.948667	0.8075
16	23	0.842833	0.961	0.967167	0.691833	0.7755	0.805667	0.430667
16	24	0.0323333	0.9805	0.577333	0.999667	0.997167	0.400667	0.993833
16	25	0	0	0	0.0186667	1	0	0.00283333
16	26	0	0.000166667	0	1	0.0281667	0	0.000333333
16	27	0	0.00316667	0.0181667	1	1	0	1
16	28	0	0	5e-04	1	0.414333	0	0
16	29	0.3495	0.0583333	0.0406667	1	1	0.001	1
16	30	0	0	0	1	0.000333333	0	0
16	32	0.235	0.000166667	0	1	0.0136667	0	0
16	33	0.1325	0.825167	0.938833	0.976833	0.640333	0.641	0.491333
16	34	0.0145	0.705833	0.480333	1	0.89	0.308833	0.885333
16	36	0.0393333	0.104333	0.131667	0.429	0.966333	0.038	0.341167
16	37	0.0128333	0.554833	0.997833	0.970333	0.939833	0.353667	0.927167
16	38	0.0661667	0.789333	0.936333	0.944833	0.977	0.578	0.919833
16	41	0.596	0.128	0.511167	0.704833	0.746333	0.032	0.645667
16	42	0.130833	0.0116667	0.0186667	0.084	0.999	0.00366667	0.032
16	43	0	0	1	0.013	0.00716667	0	0
17	1	0.0338333	0.0158333	1	0.941333	0.694833	0.012	0.138
17	2	0.000666667	0.00966667	0.00883333	0.131333	0.998167	0.000666667	0.0448333
17	3	0.991667	0.0816667	0.0223333	0.9935	0.995167	0.000333333	0.993
17	6	0.0126667	0.962833	0.917667	0.266833	0.2415	0.911	0.01
17	7	0.283333	0.699	0.283	0.960667	0.985333	0.156833	0.952167
17	9	0.150167	0.371833	0.127167	0.422667	0.422833	0.0458333	0.3745
17	10	0.671167	0.969167	0.965333	1	1	0.765167	1
17	11	0.982667	0.988333	0.942	1	1	0.621333	1
17	13	0.8125	0.9595	0.9535	0.9995	0.999833	0.806833	0.9995
17	14	0.0075	0.991333	0.0808333	0.5365	0.506167	0.061	0.0835
17	15	0.0481667	0.939333	0.7675	0.994167	0.981833	0.3995	0.976167
17	16	0.5805	0.421167	0.322	0.972167	0.523667	0.159333	0.385167
17	18	0.799	0.8035	0.294833	0.969167	0.957667	0.193333	0.950833
17	19	0.0235	0.999833	0.9485	0.255	0.234333	0.910833	0.00783333
17	21	0.0158333	0.001	0.0153333	0.999833	0.0961667	0.000166667	0.00666667
17	22	0	0.0261667	0.0241667	1	1	0.000166667	1
17	23	0.000166667	0.0193333	1	0.0885	0.0668333	0.0145	0.00316667
